Subject,Folder,Image,CDF,MaxCDF,MeanCDF,Onset,Offset
sub04,EP12_02f,img193.jpg,0,56.7823323,17.27064128,356,406
sub04,EP12_02f,img225.jpg,44.15663315,56.7823323,17.27064128,356,406
sub04,EP12_02f,img257.jpg,0,56.7823323,17.27064128,356,406
sub04,EP12_02f,img289.jpg,0,56.7823323,17.27064128,356,406
sub04,EP12_02f,img321.jpg,15.66560131,56.7823323,17.27064128,356,406
sub04,EP12_02f,img353.jpg,0,56.7823323,17.27064128,356,406
sub04,EP12_02f,img385.jpg,3.798778148,56.7823323,17.27064128,356,406
sub04,EP12_02f,img417.jpg,25.06777366,56.7823323,17.27064128,356,406
sub04,EP12_02f,img449.jpg,0,56.7823323,17.27064128,356,406
sub04,EP12_02f,img481.jpg,44.99929392,56.7823323,17.27064128,356,406
sub04,EP12_02f,img513.jpg,29.54156731,56.7823323,17.27064128,356,406
sub04,EP12_02f,img545.jpg,33.07717256,56.7823323,17.27064128,356,406
sub04,EP12_02f,img577.jpg,0,56.7823323,17.27064128,356,406
sub04,EP12_02f,img609.jpg,0,56.7823323,17.27064128,356,406
sub04,EP12_02f,img641.jpg,56.7823323,56.7823323,17.27064128,356,406
sub04,EP12_02f,img673.jpg,33.27794309,56.7823323,17.27064128,356,406
sub04,EP13_02f,img65.jpg,0,0,0,51,111
sub04,EP13_02f,img97.jpg,0,0,0,51,111
sub04,EP13_06f,img65.jpg,0,31.70802602,7.927006506,71,161
sub04,EP13_06f,img97.jpg,0,31.70802602,7.927006506,71,161
sub04,EP13_06f,img129.jpg,0,31.70802602,7.927006506,71,161
sub04,EP13_06f,img161.jpg,31.70802602,31.70802602,7.927006506,71,161
sub04,EP19_01f,img65.jpg,16.40209514,67.58747803,11.20469156,191,226
sub04,EP19_01f,img97.jpg,0,67.58747803,11.20469156,191,226
sub04,EP19_01f,img129.jpg,5.647959334,67.58747803,11.20469156,191,226
sub04,EP19_01f,img161.jpg,0,67.58747803,11.20469156,191,226
sub04,EP19_01f,img193.jpg,0,67.58747803,11.20469156,191,226
sub04,EP19_01f,img225.jpg,67.58747803,67.58747803,11.20469156,191,226
sub04,EP19_01f,img257.jpg,0,67.58747803,11.20469156,191,226
sub04,EP19_01f,img289.jpg,0,67.58747803,11.20469156,191,226
sub05,EP02_07,img65.jpg,0,0,0,36,101
sub05,EP03_01,img65.jpg,0,67.94494291,22.6483143,41,101
sub05,EP03_01,img97.jpg,0,67.94494291,22.6483143,41,101
sub05,EP03_01,img129.jpg,67.94494291,67.94494291,22.6483143,41,101
sub05,EP03_06,img65.jpg,10.2580343,19.79481082,15.02642256,33,83
sub05,EP03_06,img97.jpg,19.79481082,19.79481082,15.02642256,33,83
sub05,EP03_07,img65.jpg,12.84906289,12.84906289,12.84906289,41,83
sub05,EP05_03,img65.jpg,0,17.32578721,5.44418296,51,141
sub05,EP05_03,img97.jpg,17.32578721,17.32578721,5.44418296,51,141
sub05,EP05_03,img129.jpg,4.450944631,17.32578721,5.44418296,51,141
sub05,EP05_03,img161.jpg,0,17.32578721,5.44418296,51,141
sub05,EP05_09,img65.jpg,0,22.16038122,12.28426735,49,136
sub05,EP05_09,img97.jpg,5.124367472,22.16038122,12.28426735,49,136
sub05,EP05_09,img129.jpg,21.85232069,22.16038122,12.28426735,49,136
sub05,EP05_09,img161.jpg,22.16038122,22.16038122,12.28426735,49,136
sub05,EP06_10,img65.jpg,0,84.24468932,24.89416761,85,136
sub05,EP06_10,img97.jpg,84.24468932,84.24468932,24.89416761,85,136
sub05,EP06_10,img129.jpg,21.87350843,84.24468932,24.89416761,85,136
sub05,EP06_10,img161.jpg,0,84.24468932,24.89416761,85,136
sub05,EP06_10,img193.jpg,0,84.24468932,24.89416761,85,136
sub05,EP06_10,img225.jpg,43.24680792,84.24468932,24.89416761,85,136
sub05,EP07_01,img65.jpg,56.53581438,56.53581438,11.79542323,49,106
sub05,EP07_01,img97.jpg,0,56.53581438,11.79542323,49,106
sub05,EP07_01,img129.jpg,0,56.53581438,11.79542323,49,106
sub05,EP07_01,img161.jpg,6.567733047,56.53581438,11.79542323,49,106
sub05,EP07_01,img193.jpg,7.668991979,56.53581438,11.79542323,49,106
sub05,EP07_01,img225.jpg,0,56.53581438,11.79542323,49,106
sub05,EP08_05,img65.jpg,4.209413903,4.209413903,4.209413903,6,71
sub05,EP09_05f,img65.jpg,0,41.95936551,12.74441804,69,123
sub05,EP09_05f,img97.jpg,33.03814745,41.95936551,12.74441804,69,123
sub05,EP09_05f,img129.jpg,0,41.95936551,12.74441804,69,123
sub05,EP09_05f,img161.jpg,32.92402836,41.95936551,12.74441804,69,123
sub05,EP09_05f,img193.jpg,0,41.95936551,12.74441804,69,123
sub05,EP09_05f,img225.jpg,1.465430861,41.95936551,12.74441804,69,123
sub05,EP09_05f,img257.jpg,0,41.95936551,12.74441804,69,123
sub05,EP09_05f,img289.jpg,18.05720827,41.95936551,12.74441804,69,123
sub05,EP09_05f,img321.jpg,41.95936551,41.95936551,12.74441804,69,123
sub05,EP09_05f,img353.jpg,0,41.95936551,12.74441804,69,123
sub05,EP12_06,img65.jpg,0,0,0,46,121
sub05,EP13_04f,img65.jpg,18.34403608,18.34403608,18.34403608,36,111
sub05,EP16_03f,img65.jpg,3.148043757,29.1691117,16.15857773,39,138
sub05,EP16_03f,img97.jpg,29.1691117,29.1691117,16.15857773,39,138
sub05,EP16_04f,img65.jpg,47.28792979,47.28792979,14.09057907,141,181
sub05,EP16_04f,img97.jpg,0,47.28792979,14.09057907,141,181
sub05,EP16_04f,img129.jpg,0,47.28792979,14.09057907,141,181
sub05,EP16_04f,img161.jpg,41.50610427,47.28792979,14.09057907,141,181
sub05,EP16_04f,img193.jpg,5.279444232,47.28792979,14.09057907,141,181
sub05,EP16_04f,img225.jpg,17.34039008,47.28792979,14.09057907,141,181
sub05,EP16_04f,img257.jpg,0,47.28792979,14.09057907,141,181
sub05,EP16_04f,img289.jpg,0,47.28792979,14.09057907,141,181
sub05,EP16_04f,img321.jpg,15.40134329,47.28792979,14.09057907,141,181
sub05,EP19_03,img65.jpg,0,0,0,6,58
sub06,EP01_01,img65.jpg,0,89.50375863,22.37593966,81,136
sub06,EP01_01,img97.jpg,0,89.50375863,22.37593966,81,136
sub06,EP01_01,img129.jpg,0,89.50375863,22.37593966,81,136
sub06,EP01_01,img161.jpg,89.50375863,89.50375863,22.37593966,81,136
sub06,EP02_31,img65.jpg,17.04708704,31.31179559,11.81949854,99,148
sub06,EP02_31,img97.jpg,10.7386101,31.31179559,11.81949854,99,148
sub06,EP02_31,img129.jpg,0,31.31179559,11.81949854,99,148
sub06,EP02_31,img161.jpg,0,31.31179559,11.81949854,99,148
sub06,EP02_31,img193.jpg,31.31179559,31.31179559,11.81949854,99,148
sub06,EP10_08,img65.jpg,0,23.65058067,3.61867553,116,161
sub06,EP10_08,img97.jpg,1.68014804,23.65058067,3.61867553,116,161
sub06,EP10_08,img129.jpg,0,23.65058067,3.61867553,116,161
sub06,EP10_08,img161.jpg,23.65058067,23.65058067,3.61867553,116,161
sub06,EP10_08,img193.jpg,0,23.65058067,3.61867553,116,161
sub06,EP10_08,img225.jpg,0,23.65058067,3.61867553,116,161
sub06,EP10_08,img257.jpg,0,23.65058067,3.61867553,116,161
sub06,EP15_02,img65.jpg,0,0,0,56,106
sub06,EP16_05,img65.jpg,34.25261277,40.07156796,18.58104518,94,151
sub06,EP16_05,img97.jpg,0,40.07156796,18.58104518,94,151
sub06,EP16_05,img129.jpg,0,40.07156796,18.58104518,94,151
sub06,EP16_05,img161.jpg,40.07156796,40.07156796,18.58104518,94,151
sub07,EP01_01,img65.jpg,0,85.09637515,21.27409379,79,156
sub07,EP01_01,img97.jpg,85.09637515,85.09637515,21.27409379,79,156
sub07,EP01_01,img129.jpg,0,85.09637515,21.27409379,79,156
sub07,EP01_01,img161.jpg,0,85.09637515,21.27409379,79,156
sub07,EP06_02_02,img65.jpg,59.67408801,59.67408801,59.67408801,36,91
sub07,EP08_02,img65.jpg,0,24.55066576,4.910133153,141,191
sub07,EP08_02,img97.jpg,0,24.55066576,4.910133153,141,191
sub07,EP08_02,img129.jpg,24.55066576,24.55066576,4.910133153,141,191
sub07,EP08_02,img161.jpg,0,24.55066576,4.910133153,141,191
sub07,EP08_02,img193.jpg,0,24.55066576,4.910133153,141,191
sub07,EP15_01,img65.jpg,12.64809271,34.71359575,15.78722949,36,91
sub07,EP15_01,img97.jpg,34.71359575,34.71359575,15.78722949,36,91
sub07,EP15_01,img129.jpg,0,34.71359575,15.78722949,36,91
sub07,EP18_01,img65.jpg,33.99258648,33.99258648,33.99258648,6,51
sub07,EP18_03,img65.jpg,2.251227773,49.04701779,25.64912278,11,96
sub07,EP18_03,img97.jpg,49.04701779,49.04701779,25.64912278,11,96
sub08,EP12_07f,img65.jpg,19.5666361,28.56163228,12.42502054,26,118
sub08,EP12_07f,img97.jpg,28.56163228,28.56163228,12.42502054,26,118
sub08,EP12_07f,img129.jpg,0,28.56163228,12.42502054,26,118
sub08,EP12_07f,img161.jpg,18.21600637,28.56163228,12.42502054,26,118
sub08,EP12_07f,img193.jpg,11.11069213,28.56163228,12.42502054,26,118
sub08,EP12_07f,img225.jpg,0,28.56163228,12.42502054,26,118
sub08,EP12_07f,img257.jpg,20.45648137,28.56163228,12.42502054,26,118
sub08,EP12_07f,img289.jpg,0,28.56163228,12.42502054,26,118
sub08,EP12_07f,img321.jpg,23.19968531,28.56163228,12.42502054,26,118
sub08,EP12_07f,img353.jpg,3.139071878,28.56163228,12.42502054,26,118
sub08,EP12_08f,img65.jpg,0,24.45362349,11.18010038,71,170
sub08,EP12_08f,img97.jpg,24.45362349,24.45362349,11.18010038,71,170
sub08,EP12_08f,img129.jpg,14.96829393,24.45362349,11.18010038,71,170
sub08,EP12_08f,img161.jpg,0,24.45362349,11.18010038,71,170
sub08,EP12_08f,img193.jpg,16.4785845,24.45362349,11.18010038,71,170
sub08,EP13_01f,img65.jpg,0,62.3559922,13.65077093,49,126
sub08,EP13_01f,img97.jpg,0,62.3559922,13.65077093,49,126
sub08,EP13_01f,img129.jpg,0,62.3559922,13.65077093,49,126
sub08,EP13_01f,img161.jpg,1.834801113,62.3559922,13.65077093,49,126
sub08,EP13_01f,img193.jpg,27.47710877,62.3559922,13.65077093,49,126
sub08,EP13_01f,img225.jpg,0,62.3559922,13.65077093,49,126
sub08,EP13_01f,img257.jpg,0,62.3559922,13.65077093,49,126
sub08,EP13_01f,img289.jpg,62.3559922,62.3559922,13.65077093,49,126
sub08,EP13_01f,img321.jpg,42.72622122,62.3559922,13.65077093,49,126
sub08,EP13_01f,img353.jpg,0,62.3559922,13.65077093,49,126
sub08,EP13_01f,img385.jpg,15.76435694,62.3559922,13.65077093,49,126
sub09,EP05_02,img65.jpg,0,32.32918829,10.16969061,66,196
sub09,EP05_02,img97.jpg,0,32.32918829,10.16969061,66,196
sub09,EP05_02,img129.jpg,32.32918829,32.32918829,10.16969061,66,196
sub09,EP05_02,img161.jpg,10.28136175,32.32918829,10.16969061,66,196
sub09,EP05_02,img193.jpg,8.237902998,32.32918829,10.16969061,66,196
sub09,EP05_03,img65.jpg,30.76491222,30.76491222,10.43954593,91,156
sub09,EP05_03,img97.jpg,21.43281743,30.76491222,10.43954593,91,156
sub09,EP05_03,img129.jpg,0,30.76491222,10.43954593,91,156
sub09,EP05_03,img161.jpg,0,30.76491222,10.43954593,91,156
sub09,EP05_03,img193.jpg,0,30.76491222,10.43954593,91,156
sub09,EP05_05,img65.jpg,0,3.38800379,1.694001895,46,96
sub09,EP05_05,img97.jpg,3.38800379,3.38800379,1.694001895,46,96
sub09,EP06_01f,img65.jpg,47.20966527,47.20966527,11.84101941,66,186
sub09,EP06_01f,img97.jpg,6.527456716,47.20966527,11.84101941,66,186
sub09,EP06_01f,img129.jpg,0,47.20966527,11.84101941,66,186
sub09,EP06_01f,img161.jpg,7.335987709,47.20966527,11.84101941,66,186
sub09,EP06_01f,img193.jpg,15.63014678,47.20966527,11.84101941,66,186
sub09,EP06_01f,img225.jpg,0,47.20966527,11.84101941,66,186
sub09,EP06_01f,img257.jpg,29.86591819,47.20966527,11.84101941,66,186
sub09,EP06_01f,img289.jpg,0,47.20966527,11.84101941,66,186
sub09,EP06_01f,img321.jpg,0,47.20966527,11.84101941,66,186
sub09,EP06_02f,img65.jpg,0,40.33135225,13.44378408,36,131
sub09,EP06_02f,img97.jpg,0,40.33135225,13.44378408,36,131
sub09,EP06_02f,img129.jpg,40.33135225,40.33135225,13.44378408,36,131
sub09,EP09_04,img65.jpg,46.49722126,46.49722126,16.0381792,26,146
sub09,EP09_04,img97.jpg,0,46.49722126,16.0381792,26,146
sub09,EP09_04,img129.jpg,1.617316324,46.49722126,16.0381792,26,146
sub09,EP09_05,img65.jpg,0,0,0,26,111
sub09,EP09_05,img97.jpg,0,0,0,26,111
sub09,EP13_01,img65.jpg,29.79356806,34.65058469,32.22207637,31,121
sub09,EP13_01,img97.jpg,34.65058469,34.65058469,32.22207637,31,121
sub09,EP13_02,img65.jpg,13.80893501,36.11252529,12.48036507,71,131
sub09,EP13_02,img97.jpg,36.11252529,36.11252529,12.48036507,71,131
sub09,EP13_02,img129.jpg,0,36.11252529,12.48036507,71,131
sub09,EP13_02,img161.jpg,0,36.11252529,12.48036507,71,131
sub09,EP15_05,img65.jpg,28.87053685,28.87053685,12.73049045,56,111
sub09,EP15_05,img97.jpg,0,28.87053685,12.73049045,56,111
sub09,EP15_05,img129.jpg,9.320934483,28.87053685,12.73049045,56,111
sub09,EP17_08,img65.jpg,1.075218641,1.075218641,1.075218641,6,76
sub10,EP06_01f,img65.jpg,0,0,0,11,101
sub10,EP08_01f,img65.jpg,26.57348829,26.57348829,15.94874343,76,141
sub10,EP08_01f,img97.jpg,21.27274201,26.57348829,15.94874343,76,141
sub10,EP08_01f,img129.jpg,0,26.57348829,15.94874343,76,141
sub10,EP10_01f,img65.jpg,0,8.569477142,2.856492381,111,171
sub10,EP10_01f,img97.jpg,8.569477142,8.569477142,2.856492381,111,171
sub10,EP10_01f,img129.jpg,0,8.569477142,2.856492381,111,171
sub10,EP11_01,img65.jpg,34.20189255,34.20189255,34.20189255,31,101
sub10,EP12_04,img65.jpg,14.90967415,14.90967415,14.90967415,61,146
sub10,EP13_02f,img65.jpg,1.845905775,1.845905775,1.845905775,41,131
sub10,EP13_03f,img65.jpg,20.66293082,20.66293082,20.66293082,11,76
sub10,EP16_02f,img65.jpg,0,0,0,21,110
sub10,EP19_04f,img65.jpg,0,0,0,81,126
sub11,EP02_06f,img65.jpg,17.86084928,17.86084928,17.86084928,71,116
sub11,EP08_01f,img65.jpg,0,0,0,96,146
sub11,EP12_03f,img65.jpg,0,31.29614991,6.91001668,91,185
sub11,EP12_03f,img97.jpg,3.253933495,31.29614991,6.91001668,91,185
sub11,EP12_03f,img129.jpg,31.29614991,31.29614991,6.91001668,91,185
sub11,EP12_03f,img161.jpg,0,31.29614991,6.91001668,91,185
sub11,EP12_03f,img193.jpg,0,31.29614991,6.91001668,91,185
sub11,EP13_02f,img65.jpg,5.394063493,5.394063493,5.394063493,51,141
sub11,EP13_03f,img65.jpg,63.70209914,63.70209914,31.85104957,6,81
sub11,EP13_03f,img97.jpg,0,63.70209914,31.85104957,6,81
sub11,EP13_05f,img65.jpg,0,0,0,16,111
sub11,EP13_05f,img97.jpg,0,0,0,16,111
sub11,EP15_01f,img65.jpg,8.067575557,8.067575557,2.689191852,56,111
sub11,EP15_01f,img97.jpg,0,8.067575557,2.689191852,56,111
sub11,EP15_01f,img129.jpg,0,8.067575557,2.689191852,56,111
sub11,EP15_04f,img65.jpg,3.751254189,3.751254189,1.875627094,61,96
sub11,EP15_04f,img97.jpg,0,3.751254189,1.875627094,61,96
sub11,EP18_03f,img65.jpg,0,54.57956925,12.56136555,56,131
sub11,EP18_03f,img97.jpg,0,54.57956925,12.56136555,56,131
sub11,EP18_03f,img129.jpg,45.91135515,54.57956925,12.56136555,56,131
sub11,EP18_03f,img161.jpg,0,54.57956925,12.56136555,56,131
sub11,EP18_03f,img193.jpg,0,54.57956925,12.56136555,56,131
sub11,EP18_03f,img225.jpg,54.57956925,54.57956925,12.56136555,56,131
sub11,EP18_03f,img257.jpg,0,54.57956925,12.56136555,56,131
sub11,EP18_03f,img289.jpg,0,54.57956925,12.56136555,56,131
sub11,EP19_03f,img65.jpg,0,32.69619886,10.89873295,11,151
sub11,EP19_03f,img97.jpg,32.69619886,32.69619886,10.89873295,11,151
sub11,EP19_03f,img129.jpg,0,32.69619886,10.89873295,11,151
sub12,EP01_02,img65.jpg,37.53720772,37.53720772,11.28707615,31,106
sub12,EP01_02,img97.jpg,0,37.53720772,11.28707615,31,106
sub12,EP01_02,img129.jpg,0,37.53720772,11.28707615,31,106
sub12,EP01_02,img161.jpg,22.69037621,37.53720772,11.28707615,31,106
sub12,EP01_02,img193.jpg,0,37.53720772,11.28707615,31,106
sub12,EP01_02,img225.jpg,7.494872948,37.53720772,11.28707615,31,106
sub12,EP02_05,img65.jpg,0,22.76707419,8.944069268,41,140
sub12,EP02_05,img97.jpg,15.84743053,22.76707419,8.944069268,41,140
sub12,EP02_05,img129.jpg,6.105841622,22.76707419,8.944069268,41,140
sub12,EP02_05,img161.jpg,0,22.76707419,8.944069268,41,140
sub12,EP02_05,img193.jpg,22.76707419,22.76707419,8.944069268,41,140
sub12,EP03_02,img65.jpg,31.07783125,31.07783125,31.07783125,26,91
sub12,EP03_04,img65.jpg,0,30.04289702,13.96208518,60,156
sub12,EP03_04,img97.jpg,30.04289702,30.04289702,13.96208518,60,156
sub12,EP03_04,img129.jpg,2.43160515,30.04289702,13.96208518,60,156
sub12,EP03_04,img161.jpg,23.37383855,30.04289702,13.96208518,60,156
sub12,EP04_16,img65.jpg,38.74155651,38.74155651,11.96801789,36,135
sub12,EP04_16,img97.jpg,0,38.74155651,11.96801789,36,135
sub12,EP04_16,img129.jpg,0,38.74155651,11.96801789,36,135
sub12,EP04_16,img161.jpg,0,38.74155651,11.96801789,36,135
sub12,EP04_16,img193.jpg,21.09853294,38.74155651,11.96801789,36,135
sub12,EP06_06,img65.jpg,37.29181602,37.29181602,23.95162323,36,111
sub12,EP06_06,img97.jpg,10.61143044,37.29181602,23.95162323,36,111
sub12,EP08_01,img65.jpg,0,42.76661736,10.69165434,46,106
sub12,EP08_01,img97.jpg,42.76661736,42.76661736,10.69165434,46,106
sub12,EP08_01,img129.jpg,0,42.76661736,10.69165434,46,106
sub12,EP08_01,img161.jpg,0,42.76661736,10.69165434,46,106
sub12,EP08_03,img65.jpg,4.5230938,64.09956904,13.11989047,76,156
sub12,EP08_03,img97.jpg,0,64.09956904,13.11989047,76,156
sub12,EP08_03,img129.jpg,0,64.09956904,13.11989047,76,156
sub12,EP08_03,img161.jpg,19.53678628,64.09956904,13.11989047,76,156
sub12,EP08_03,img193.jpg,0,64.09956904,13.11989047,76,156
sub12,EP08_03,img225.jpg,3.679784163,64.09956904,13.11989047,76,156
