Subject,Folder,Number,Conf,Label,GT
sub21,EP05_02,89,0.002233902,0,0
sub21,EP05_02,90,0.002233902,0,0
sub21,EP05_02,91,0.002233902,0,0
sub21,EP05_02,92,0.002233902,0,0
sub21,EP05_02,93,0.002233902,0,0
sub21,EP05_02,94,0.002233902,0,0
sub21,EP05_02,95,0.002233902,0,0
sub21,EP05_02,96,0.586919248,1,0
sub21,EP05_02,97,0.586919248,1,0
sub21,EP05_02,98,0.586919248,1,0
sub21,EP05_02,99,0.586919248,1,0
sub21,EP05_02,100,0.586919248,1,0
sub21,EP05_02,101,0.586919248,1,0
sub21,EP05_02,102,0.586919248,1,0
sub21,EP05_02,103,0.586919248,1,0
sub21,EP05_02,104,0.586919248,1,0
sub21,EP05_02,105,0.586919248,1,0
sub21,EP05_02,106,0.586919248,1,0
sub21,EP05_02,107,0.586919248,1,0
sub21,EP05_02,108,0.002447279,0,0
sub21,EP05_02,109,0.002447279,0,0
sub21,EP05_02,110,0.002447279,0,0
sub21,EP05_02,111,0.002447279,0,1
sub21,EP05_02,112,0.002447279,0,1
sub21,EP05_02,113,0.002447279,0,1
sub21,EP05_02,114,0.002447279,0,1
sub21,EP05_02,115,0.002447279,0,1
sub21,EP05_02,116,0.002447279,0,1
sub21,EP05_02,117,0.002447279,0,1
sub21,EP05_02,118,0.002447279,0,1
sub21,EP05_02,119,0.002447279,0,1
sub21,EP05_02,120,0.003636806,0,1
sub21,EP05_02,121,0.003636806,0,1
sub21,EP05_02,122,0.003636806,0,1
sub21,EP05_02,123,0.003636806,0,1
sub21,EP05_02,124,0.003636806,0,1
sub21,EP05_02,125,0.003636806,0,1
sub21,EP05_02,126,0.003636806,0,1
sub21,EP05_02,127,0.003636806,0,1
sub21,EP05_02,128,0.003636806,0,1
sub21,EP05_02,129,0.003636806,0,1
sub21,EP05_02,130,0.003636806,0,1
sub21,EP05_02,131,0.003636806,0,1
sub21,EP05_02,132,0.058825824,0,1
sub21,EP05_02,133,0.058825824,0,1
sub21,EP05_02,134,0.058825824,0,1
sub21,EP05_02,135,0.058825824,0,1
sub21,EP05_02,136,0.058825824,0,1
sub21,EP05_02,137,0.058825824,0,1
sub21,EP05_02,138,0.058825824,0,1
sub21,EP05_02,139,0.058825824,0,1
sub21,EP05_02,140,0.058825824,0,1
sub21,EP05_02,141,0.058825824,0,1
sub21,EP05_02,142,0.058825824,0,1
sub21,EP05_02,143,0.058825824,0,1
sub21,EP05_02,144,0.062438905,0,1
sub21,EP05_02,145,0.062438905,0,1
sub21,EP05_02,146,0.062438905,0,1
sub21,EP05_02,147,0.062438905,0,1
sub21,EP05_02,148,0.062438905,0,1
sub21,EP05_02,149,0.062438905,0,1
sub21,EP05_02,150,0.062438905,0,1
sub21,EP05_02,151,0.062438905,0,1
sub21,EP05_02,152,0.062438905,0,1
sub21,EP05_02,153,0.062438905,0,1
sub21,EP05_02,154,0.062438905,0,1
sub21,EP05_02,155,0.062438905,0,1
sub21,EP05_02,156,0.003493235,0,1
sub21,EP05_02,157,0.003493235,0,1
sub21,EP05_02,158,0.003493235,0,1
sub21,EP05_02,159,0.003493235,0,1
sub21,EP05_02,160,0.003493235,0,1
sub21,EP05_02,161,0.003493235,0,1
sub21,EP05_02,162,0.003493235,0,1
sub21,EP05_02,163,0.003493235,0,1
sub21,EP05_02,164,0.003493235,0,1
sub21,EP05_02,165,0.003493235,0,1
sub21,EP05_02,166,0.003493235,0,1
sub21,EP05_02,167,0.003493235,0,1
sub21,EP05_02,168,0.003575002,0,1
sub21,EP05_02,169,0.003575002,0,1
sub21,EP05_02,170,0.003575002,0,1
sub21,EP05_02,171,0.003575002,0,1
sub21,EP05_02,172,0.003575002,0,1
sub21,EP05_02,173,0.003575002,0,1
sub21,EP05_02,174,0.003575002,0,1
sub21,EP05_02,175,0.003575002,0,1
sub21,EP05_02,176,0.003575002,0,1
sub21,EP05_02,177,0.003575002,0,1
sub21,EP05_02,178,0.003575002,0,1
sub21,EP05_02,179,0.003575002,0,1
sub21,EP05_02,180,0.001390901,0,1
sub21,EP05_02,181,0.001390901,0,1
sub21,EP05_02,182,0.001390901,0,1
sub21,EP05_02,183,0.001390901,0,1
sub21,EP05_02,184,0.001390901,0,1
sub21,EP05_02,185,0.001390901,0,1
sub21,EP05_02,186,0.001390901,0,1
sub21,EP05_02,187,0.001390901,0,1
sub21,EP05_02,188,0.001390901,0,1
sub21,EP05_02,189,0.001390901,0,1
sub21,EP05_02,190,0.001390901,0,1
sub21,EP05_02,191,0.001390901,0,1
sub21,EP05_02,192,0.00137808,0,1
sub21,EP05_02,193,0.00137808,0,1
sub21,EP05_02,194,0.00137808,0,1
sub21,EP05_02,195,0.00137808,0,1
sub21,EP05_02,196,0.00137808,0,1
sub21,EP05_02,197,0.00137808,0,1
sub21,EP05_02,198,0.00137808,0,1
sub21,EP05_02,199,0.00137808,0,1
sub21,EP05_02,200,0.00137808,0,1
sub21,EP05_02,201,0.00137808,0,1
sub21,EP05_02,202,0.00137808,0,1
sub21,EP05_02,203,0.00137808,0,1
sub21,EP05_02,204,0.00229277,0,1
sub21,EP05_02,205,0.00229277,0,1
sub21,EP05_02,206,0.00229277,0,1
sub21,EP05_02,207,0.00229277,0,0
sub21,EP05_02,208,0.00229277,0,0
sub21,EP05_02,209,0.00229277,0,0
sub21,EP05_02,210,0.00229277,0,0
sub21,EP05_02,211,0.00229277,0,0
sub21,EP05_02,212,0.00229277,0,0
sub21,EP05_02,213,0.00229277,0,0
sub21,EP05_02,214,0.00229277,0,0
sub21,EP05_02,215,0.00229277,0,0
sub21,EP05_02,216,0.001380012,0,0
sub21,EP05_02,217,0.001380012,0,0
sub21,EP05_02,218,0.001380012,0,0
sub21,EP05_02,219,0.001380012,0,0
sub21,EP05_02,220,0.001380012,0,0
sub21,EP05_02,221,0.001380012,0,0
sub21,EP05_02,222,0.001380012,0,0
sub21,EP05_02,223,0.001380012,0,0
sub21,EP05_02,224,0.001380012,0,0
sub21,EP05_02,225,0.001380012,0,0
sub21,EP05_02,226,0.001380012,0,0
sub21,EP05_02,227,0.001380012,0,0
sub21,EP05_02,228,0.00175475,0,0
sub21,EP05_02,229,0.00175475,0,0
sub21,EP05_02,230,0.00175475,0,0
sub21,EP05_02,231,0.00175475,0,0
sub21,EP05_02,232,0.00175475,0,0
sub21,EP05_02,233,0.00175475,0,0
sub21,EP05_02,234,0.00175475,0,0
sub21,EP05_02,235,0.00175475,0,0
sub21,EP05_02,236,0.00175475,0,0
sub21,EP05_02,237,0.00175475,0,0
sub21,EP05_02,238,0.00175475,0,0
sub21,EP05_02,239,0.00175475,0,0
sub21,EP05_02,240,0.001525153,0,0
sub21,EP05_02,241,0.001525153,0,0
sub21,EP05_02,242,0.001525153,0,0
sub21,EP05_02,243,0.001525153,0,0
sub21,EP05_02,244,0.001525153,0,0
sub21,EP05_02,245,0.001525153,0,0
sub21,EP05_02,246,0.001525153,0,0
sub21,EP05_02,247,0.001525153,0,0
sub21,EP05_02,248,0.001525153,0,0
sub21,EP05_02,249,0.001525153,0,0
sub21,EP05_02,250,0.001525153,0,0
sub21,EP05_02,251,0.001525153,0,0
sub21,EP05_02,252,0.00202923,0,0
sub21,EP05_02,253,0.00202923,0,0
sub21,EP05_02,254,0.00202923,0,0
sub21,EP05_02,255,0.00202923,0,0
sub21,EP05_02,256,0.00202923,0,0
sub21,EP05_02,257,0.00202923,0,0
sub21,EP05_02,258,0.00202923,0,0
sub21,EP05_02,259,0.00202923,0,0
sub21,EP05_02,260,0.00202923,0,0
sub21,EP05_02,261,0.00202923,0,0
sub21,EP05_02,262,0.00202923,0,0
sub21,EP05_02,263,0.00202923,0,0
sub21,EP05_02,264,0.00470139,0,0
sub21,EP05_02,265,0.00470139,0,0
sub21,EP05_02,266,0.00470139,0,0
sub21,EP05_02,267,0.00470139,0,0
sub21,EP05_02,268,0.00470139,0,0
sub21,EP05_02,269,0.00470139,0,0
sub21,EP05_02,270,0.00470139,0,0
sub21,EP05_02,271,0.00470139,0,0
sub21,EP05_02,272,0.00470139,0,0
sub21,EP05_02,273,0.00470139,0,0
sub21,EP05_02,274,0.00470139,0,0
sub21,EP05_02,275,0.00470139,0,0
sub21,EP05_02,276,0.001395209,0,0
sub21,EP05_02,277,0.001395209,0,0
sub21,EP05_02,278,0.001395209,0,0
sub21,EP05_02,279,0.001395209,0,0
sub21,EP05_02,280,0.001395209,0,0
sub21,EP05_02,281,0.001395209,0,0
sub21,EP05_02,282,0.001395209,0,0
sub21,EP05_02,283,0.001395209,0,0
sub21,EP05_02,284,0.001395209,0,0
sub21,EP05_02,285,0.001395209,0,0
sub21,EP05_02,286,0.001395209,0,0
sub21,EP05_02,287,0.001395209,0,0
sub21,EP05_02,288,0,0,0
sub21,EP05_02,289,0,0,0
sub21,EP05_02,290,0,0,0
sub22,EP01_12,0,0.784837604,1,0
sub22,EP01_12,1,0.784837604,1,0
sub22,EP01_12,2,0.784837604,1,0
sub22,EP01_12,3,0.784837604,1,0
sub22,EP01_12,4,0.784837604,1,0
sub22,EP01_12,5,0.784837604,1,0
sub22,EP01_12,6,0.784837604,1,0
sub22,EP01_12,7,0.784837604,1,0
sub22,EP01_12,8,0.784837604,1,0
sub22,EP01_12,9,0.784837604,1,0
sub22,EP01_12,10,0.784837604,1,0
sub22,EP01_12,11,0.784837604,1,0
sub22,EP01_12,12,0.00275402,0,0
sub22,EP01_12,13,0.00275402,0,0
sub22,EP01_12,14,0.00275402,0,0
sub22,EP01_12,15,0.00275402,0,0
sub22,EP01_12,16,0.00275402,0,0
sub22,EP01_12,17,0.00275402,0,0
sub22,EP01_12,18,0.00275402,0,0
sub22,EP01_12,19,0.00275402,0,0
sub22,EP01_12,20,0.00275402,0,0
sub22,EP01_12,21,0.00275402,0,0
sub22,EP01_12,22,0.00275402,0,0
sub22,EP01_12,23,0.00275402,0,0
sub22,EP01_12,24,0.004367343,0,0
sub22,EP01_12,25,0.004367343,0,0
sub22,EP01_12,26,0.004367343,0,0
sub22,EP01_12,27,0.004367343,0,0
sub22,EP01_12,28,0.004367343,0,0
sub22,EP01_12,29,0.004367343,0,0
sub22,EP01_12,30,0.004367343,0,0
sub22,EP01_12,31,0.004367343,0,0
sub22,EP01_12,32,0.004367343,0,0
sub22,EP01_12,33,0.004367343,0,0
sub22,EP01_12,34,0.004367343,0,0
sub22,EP01_12,35,0.004367343,0,0
sub22,EP01_12,36,0.761636615,1,0
sub22,EP01_12,37,0.761636615,1,0
sub22,EP01_12,38,0.761636615,1,0
sub22,EP01_12,39,0.761636615,1,0
sub22,EP01_12,40,0.761636615,1,0
sub22,EP01_12,41,0.761636615,1,0
sub22,EP01_12,42,0.761636615,1,0
sub22,EP01_12,43,0.761636615,1,0
sub22,EP01_12,44,0.761636615,1,0
sub22,EP01_12,45,0.761636615,1,0
sub22,EP01_12,46,0.761636615,1,0
sub22,EP01_12,47,0.761636615,1,0
sub22,EP01_12,48,0.942815423,1,0
sub22,EP01_12,49,0.942815423,1,0
sub22,EP01_12,50,0.942815423,1,1
sub22,EP01_12,51,0.942815423,1,1
sub22,EP01_12,52,0.942815423,1,1
sub22,EP01_12,53,0.942815423,1,1
sub22,EP01_12,54,0.942815423,1,1
sub22,EP01_12,55,0.942815423,1,1
sub22,EP01_12,56,0.942815423,1,1
sub22,EP01_12,57,0.942815423,1,1
sub22,EP01_12,58,0.942815423,1,1
sub22,EP01_12,59,0.942815423,1,1
sub22,EP01_12,60,0.993495703,1,1
sub22,EP01_12,61,0.993495703,1,1
sub22,EP01_12,62,0.993495703,1,1
sub22,EP01_12,63,0.993495703,1,1
sub22,EP01_12,64,0.993495703,1,1
sub22,EP01_12,65,0.993495703,1,1
sub22,EP01_12,66,0.993495703,1,1
sub22,EP01_12,67,0.993495703,1,1
sub22,EP01_12,68,0.993495703,1,1
sub22,EP01_12,69,0.993495703,1,1
sub22,EP01_12,70,0.993495703,1,1
sub22,EP01_12,71,0.993495703,1,1
sub22,EP01_12,72,0.995535612,1,1
sub22,EP01_12,73,0.995535612,1,1
sub22,EP01_12,74,0.995535612,1,1
sub22,EP01_12,75,0.995535612,1,1
sub22,EP01_12,76,0.995535612,1,1
sub22,EP01_12,77,0.995535612,1,1
sub22,EP01_12,78,0.995535612,1,1
sub22,EP01_12,79,0.995535612,1,1
sub22,EP01_12,80,0.995535612,1,1
sub22,EP01_12,81,0.995535612,1,1
sub22,EP01_12,82,0.995535612,1,1
sub22,EP01_12,83,0.995535612,1,1
sub22,EP01_12,84,0.321866155,0,1
sub22,EP01_12,85,0.321866155,0,1
sub22,EP01_12,86,0.321866155,0,1
sub22,EP01_12,87,0.321866155,0,1
sub22,EP01_12,88,0.321866155,0,1
sub22,EP01_12,89,0.321866155,0,1
sub22,EP01_12,90,0.321866155,0,1
sub22,EP01_12,91,0.321866155,0,1
sub22,EP01_12,92,0.321866155,0,1
sub22,EP01_12,93,0.321866155,0,1
sub22,EP01_12,94,0.321866155,0,1
sub22,EP01_12,95,0.321866155,0,1
sub22,EP01_12,96,0.987035334,1,1
sub22,EP01_12,97,0.987035334,1,1
sub22,EP01_12,98,0.987035334,1,1
sub22,EP01_12,99,0.987035334,1,1
sub22,EP01_12,100,0.987035334,1,1
sub22,EP01_12,101,0.987035334,1,1
sub22,EP01_12,102,0.987035334,1,1
sub22,EP01_12,103,0.987035334,1,1
sub22,EP01_12,104,0.987035334,1,1
sub22,EP01_12,105,0.987035334,1,1
sub22,EP01_12,106,0.987035334,1,1
sub22,EP01_12,107,0.987035334,1,1
sub22,EP01_12,108,0.5799824,1,1
sub22,EP01_12,109,0.5799824,1,1
sub22,EP01_12,110,0.5799824,1,1
sub22,EP01_12,111,0.5799824,1,1
sub22,EP01_12,112,0.5799824,1,1
sub22,EP01_12,113,0.5799824,1,1
sub22,EP01_12,114,0.5799824,1,1
sub22,EP01_12,115,0.5799824,1,1
sub22,EP01_12,116,0.5799824,1,1
sub22,EP01_12,117,0.5799824,1,1
sub22,EP01_12,118,0.5799824,1,1
sub22,EP01_12,119,0.5799824,1,1
sub22,EP01_12,120,0.95055455,1,1
sub22,EP01_12,121,0.95055455,1,1
sub22,EP01_12,122,0.95055455,1,1
sub22,EP01_12,123,0.95055455,1,1
sub22,EP01_12,124,0.95055455,1,1
sub22,EP01_12,125,0.95055455,1,1
sub22,EP01_12,126,0.95055455,1,1
sub22,EP01_12,127,0.95055455,1,1
sub22,EP01_12,128,0.95055455,1,1
sub22,EP01_12,129,0.95055455,1,1
sub22,EP01_12,130,0.95055455,1,1
sub22,EP01_12,131,0.95055455,1,1
sub22,EP01_12,132,0.982073784,1,1
sub22,EP01_12,133,0.982073784,1,1
sub22,EP01_12,134,0.982073784,1,1
sub22,EP01_12,135,0.982073784,1,1
sub22,EP01_12,136,0.982073784,1,1
sub22,EP01_12,137,0.982073784,1,1
sub22,EP01_12,138,0.982073784,1,1
sub22,EP01_12,139,0.982073784,1,1
sub22,EP01_12,140,0.982073784,1,1
sub22,EP01_12,141,0.982073784,1,1
sub22,EP01_12,142,0.982073784,1,1
sub22,EP01_12,143,0.982073784,1,1
sub22,EP01_12,144,0.200062633,0,1
sub22,EP01_12,145,0.200062633,0,1
sub22,EP01_12,146,0.200062633,0,1
sub22,EP01_12,147,0.200062633,0,0
sub22,EP01_12,148,0.200062633,0,0
sub22,EP01_12,149,0.200062633,0,0
sub22,EP01_12,150,0.200062633,0,0
sub22,EP01_12,151,0.200062633,0,0
sub22,EP01_12,152,0.200062633,0,0
sub22,EP01_12,153,0.200062633,0,0
sub22,EP01_12,154,0.200062633,0,0
sub22,EP01_12,155,0.200062633,0,0
sub22,EP01_12,156,0.103994168,0,0
sub22,EP01_12,157,0.103994168,0,0
sub22,EP01_12,158,0.103994168,0,0
sub22,EP01_12,159,0.103994168,0,0
sub22,EP01_12,160,0.103994168,0,0
sub22,EP01_12,161,0.103994168,0,0
sub22,EP01_12,162,0.103994168,0,0
sub22,EP01_12,163,0.103994168,0,0
sub22,EP01_12,164,0.103994168,0,0
sub22,EP01_12,165,0.103994168,0,0
sub22,EP01_12,166,0.103994168,0,0
sub22,EP01_12,167,0.103994168,0,0
sub22,EP01_12,168,0.122011915,0,0
sub22,EP01_12,169,0.122011915,0,0
sub22,EP01_12,170,0.122011915,0,0
sub22,EP01_12,171,0.122011915,0,0
sub22,EP01_12,172,0.122011915,0,0
sub22,EP01_12,173,0.122011915,0,0
sub22,EP01_12,174,0.122011915,0,0
sub22,EP01_12,175,0.122011915,0,0
sub22,EP01_12,176,0.122011915,0,0
sub22,EP01_12,177,0.122011915,0,0
sub22,EP01_12,178,0.122011915,0,0
sub22,EP01_12,179,0.122011915,0,0
sub22,EP01_12,180,0.485274941,0,0
sub22,EP01_12,181,0.485274941,0,0
sub22,EP01_12,182,0.485274941,0,0
sub22,EP01_12,183,0.485274941,0,0
sub22,EP01_12,184,0.485274941,0,0
sub22,EP01_12,185,0.485274941,0,0
sub22,EP01_12,186,0.485274941,0,0
sub22,EP01_12,187,0.485274941,0,0
sub22,EP01_12,188,0.485274941,0,0
sub22,EP01_12,189,0.485274941,0,0
sub22,EP01_12,190,0.485274941,0,0
sub22,EP01_12,191,0.485274941,0,0
sub22,EP01_12,192,0.042000402,0,0
sub22,EP01_12,193,0.042000402,0,0
sub22,EP01_12,194,0.042000402,0,0
sub22,EP01_12,195,0.042000402,0,0
sub22,EP01_12,196,0.042000402,0,0
sub22,EP01_12,197,0.042000402,0,0
sub22,EP01_12,198,0.042000402,0,0
sub22,EP01_12,199,0.042000402,0,0
sub22,EP01_12,200,0.042000402,0,0
sub22,EP01_12,201,0.042000402,0,0
sub22,EP01_12,202,0.042000402,0,0
sub22,EP01_12,203,0.042000402,0,0
sub22,EP01_12,204,0.66680795,1,0
sub22,EP01_12,205,0.66680795,1,0
sub22,EP01_12,206,0.66680795,1,0
sub22,EP01_12,207,0.66680795,1,0
sub22,EP01_12,208,0.66680795,1,0
sub22,EP01_12,209,0.66680795,1,0
sub22,EP01_12,210,0.66680795,1,0
sub22,EP01_12,211,0.66680795,1,0
sub22,EP01_12,212,0.66680795,1,0
sub22,EP01_12,213,0.66680795,1,0
sub22,EP01_12,214,0.66680795,1,0
sub22,EP01_12,215,0.66680795,1,0
sub22,EP01_12,216,0.024269456,0,0
sub22,EP01_12,217,0.024269456,0,0
sub22,EP01_12,218,0.024269456,0,0
sub22,EP01_12,219,0.024269456,0,0
sub22,EP01_12,220,0.024269456,0,0
sub22,EP01_12,221,0.024269456,0,0
sub22,EP01_12,222,0.024269456,0,0
sub22,EP01_12,223,0.024269456,0,0
sub22,EP01_12,224,0.024269456,0,0
sub22,EP01_12,225,0.024269456,0,0
sub22,EP01_12,226,0.024269456,0,0
sub22,EP01_12,227,0.024269456,0,0
sub22,EP01_12,228,0.006649552,0,0
sub22,EP01_12,229,0.006649552,0,0
sub22,EP01_12,230,0.006649552,0,0
sub22,EP01_12,231,0.006649552,0,0
sub22,EP01_12,232,0.006649552,0,0
sub22,EP01_12,233,0.006649552,0,0
sub22,EP01_12,234,0.006649552,0,0
sub22,EP01_12,235,0.006649552,0,0
sub22,EP01_12,236,0.006649552,0,0
sub22,EP01_12,237,0.006649552,0,0
sub22,EP01_12,238,0.006649552,0,0
sub22,EP01_12,239,0.006649552,0,0
sub22,EP01_12,240,0.001360445,0,0
sub22,EP01_12,241,0.001360445,0,0
sub22,EP01_12,242,0.001360445,0,0
sub22,EP01_12,243,0.001360445,0,0
sub22,EP01_12,244,0.001360445,0,0
sub22,EP01_12,245,0.001360445,0,0
sub22,EP01_12,246,0.001360445,0,0
sub22,EP01_12,247,0.001360445,0,0
sub22,EP01_12,248,0.001360445,0,0
sub22,EP01_12,249,0.001360445,0,0
sub22,EP01_12,250,0.001360445,0,0
sub22,EP01_12,251,0.001360445,0,0
sub22,EP01_12,252,0.001354089,0,0
sub22,EP01_12,253,0.001354089,0,0
sub22,EP01_12,254,0.001354089,0,0
sub22,EP01_12,255,0.001354089,0,0
sub22,EP01_12,256,0.001354089,0,0
sub22,EP01_12,257,0.001354089,0,0
sub22,EP01_12,258,0.001354089,0,0
sub22,EP01_12,259,0.001354089,0,0
sub22,EP01_12,260,0.001354089,0,0
sub22,EP01_12,261,0.001354089,0,0
sub22,EP01_12,262,0.001354089,0,0
sub22,EP01_12,263,0.001354089,0,0
sub22,EP01_12,264,0.022055084,0,0
sub22,EP01_12,265,0.022055084,0,0
sub22,EP01_12,266,0.022055084,0,0
sub22,EP01_12,267,0.022055084,0,0
sub22,EP01_12,268,0.022055084,0,0
sub22,EP01_12,269,0.022055084,0,0
sub22,EP01_12,270,0.022055084,0,0
sub22,EP01_12,271,0.022055084,0,0
sub22,EP01_12,272,0.022055084,0,0
sub22,EP01_12,273,0.022055084,0,0
sub22,EP01_12,274,0.022055084,0,0
sub22,EP01_12,275,0.022055084,0,0
sub22,EP01_12,276,0.015171826,0,0
sub22,EP01_12,277,0.015171826,0,0
sub22,EP01_12,278,0.015171826,0,0
sub22,EP01_12,279,0.015171826,0,0
sub22,EP01_12,280,0.015171826,0,0
sub22,EP01_12,281,0.015171826,0,0
sub22,EP01_12,282,0.015171826,0,0
sub22,EP01_12,283,0.015171826,0,0
sub22,EP01_12,284,0.015171826,0,0
sub22,EP01_12,285,0.015171826,0,0
sub22,EP01_12,286,0.015171826,0,0
sub22,EP01_12,287,0.015171826,0,0
sub22,EP01_12,288,0.008596959,0,0
sub22,EP01_12,289,0.008596959,0,0
sub22,EP01_12,290,0.008596959,0,0
sub22,EP01_12,291,0.008596959,0,0
sub22,EP01_12,292,0.008596959,0,0
sub22,EP01_12,293,0.008596959,0,0
sub22,EP01_12,294,0.008596959,0,0
sub22,EP01_12,295,0.008596959,0,0
sub22,EP01_12,296,0.008596959,0,0
sub22,EP01_12,297,0.008596959,0,0
sub22,EP01_12,298,0.008596959,0,0
sub22,EP01_12,299,0.008596959,0,0
sub22,EP01_12,300,0.001453817,0,0
sub22,EP01_12,301,0.001453817,0,0
sub22,EP01_12,302,0.001453817,0,0
sub22,EP01_12,303,0.001453817,0,0
sub22,EP01_12,304,0.001453817,0,0
sub22,EP01_12,305,0.001453817,0,0
sub22,EP01_12,306,0.001453817,0,0
sub22,EP01_12,307,0.001453817,0,0
sub22,EP01_12,308,0.001453817,0,0
sub22,EP01_12,309,0.001453817,0,0
sub22,EP01_12,310,0.001453817,0,0
sub22,EP01_12,311,0.001453817,0,0
sub22,EP01_12,312,0.001380322,0,0
sub22,EP01_12,313,0.001380322,0,0
sub22,EP01_12,314,0.001380322,0,0
sub22,EP01_12,315,0.001380322,0,0
sub22,EP01_12,316,0.001380322,0,0
sub22,EP01_12,317,0.001380322,0,0
sub22,EP01_12,318,0.001380322,0,0
sub22,EP01_12,319,0.001380322,0,0
sub22,EP01_12,320,0.001380322,0,0
sub22,EP01_12,321,0.001380322,0,0
sub22,EP01_12,322,0.001380322,0,0
sub22,EP01_12,323,0.001380322,0,0
sub22,EP01_12,324,0.001574172,0,0
sub22,EP01_12,325,0.001574172,0,0
sub22,EP01_12,326,0.001574172,0,0
sub22,EP01_12,327,0.001574172,0,0
sub22,EP01_12,328,0.001574172,0,0
sub22,EP01_12,329,0.001574172,0,0
sub22,EP01_12,330,0.001574172,0,0
sub22,EP01_12,331,0.001574172,0,0
sub22,EP01_12,332,0.001574172,0,0
sub22,EP01_12,333,0.001574172,0,0
sub22,EP01_12,334,0.001574172,0,0
sub22,EP01_12,335,0.001574172,0,0
sub22,EP01_12,336,0,0,0
sub22,EP13_08,0,0.002569042,0,0
sub22,EP13_08,1,0.002569042,0,0
sub22,EP13_08,2,0.002569042,0,0
sub22,EP13_08,3,0.002569042,0,0
sub22,EP13_08,4,0.002569042,0,0
sub22,EP13_08,5,0.002569042,0,0
sub22,EP13_08,6,0.002569042,0,0
