Subject,Folder,Image,CDF,MaxCDF,MeanCDF,OnsetGT,OffsetGT,Onset,Offset,Total,Tau,Threshold,Spotted,SP_onset,SP_offset,Evaluation
sub01,EP19_05f,417,28.65704906,99.47571491,22.07114653,396,446,380,462,579,0,22.07114653,417,385,449,TP
sub01,EP19_05f,449,1.214304942,99.47571491,22.07114653,396,446,380,462,579,0,22.07114653,0,,,TN
sub01,EP19_05f,481,0,99.47571491,22.07114653,396,446,380,462,579,0,22.07114653,0,,,TN
sub01,EP19_05f,513,69.97878775,99.47571491,22.07114653,396,446,380,462,579,0,22.07114653,513,481,545,FP
sub01,EP19_06f,65,18.24925113,56.90111017,17.00776092,36,161,20,177,300,0,17.00776092,65,33,97,TP
sub01,EP19_06f,97,0,56.90111017,17.00776092,36,161,20,177,300,0,17.00776092,0,,,TN
sub01,EP19_06f,129,56.90111017,56.90111017,17.00776092,36,161,20,177,300,0,17.00776092,129,97,161,TP
sub01,EP19_06f,161,12.90134236,56.90111017,17.00776092,36,161,20,177,300,0,17.00776092,0,,,TN
sub01,EP19_06f,193,0,56.90111017,17.00776092,36,161,20,177,300,0,17.00776092,0,,,TN
sub01,EP19_06f,225,13.99486187,56.90111017,17.00776092,36,161,20,177,300,0,17.00776092,0,,,TN
sub02,EP01_11f,65,2.357057542,2.357057542,2.357057542,46,96,30,112,145,0,2.357057542,65,33,97,TP
sub02,EP02_04f,65,0,0,0,31,141,15,157,160,0,0,65,33,97,TP
sub02,EP03_02f,65,0,0,0,16,136,0,152,190,0,0,65,33,97,TP
sub02,EP03_02f,97,0,0,0,16,136,0,152,190,0,0,97,65,129,TP
sub02,EP06_01f,65,103.6645991,103.6645991,51.83229954,56,155,40,171,182,0,51.83229954,65,33,97,TP
sub02,EP06_01f,97,0,103.6645991,51.83229954,56,155,40,171,182,0,51.83229954,0,,,TN
sub02,EP08_04,65,0,34.33482846,17.16741423,16,106,0,122,163,0,17.16741423,0,,,TN
sub02,EP08_04,97,34.33482846,34.33482846,17.16741423,16,106,0,122,163,0,17.16741423,97,65,129,TP
sub02,EP09_01,65,24.40459946,24.40459946,6.375822264,26,125,10,141,243,0,6.375822264,65,33,97,TP
sub02,EP09_01,97,0,24.40459946,6.375822264,26,125,10,141,243,0,6.375822264,0,,,TN
sub02,EP09_01,129,0,24.40459946,6.375822264,26,125,10,141,243,0,6.375822264,0,,,TN
sub02,EP09_01,161,1.098689598,24.40459946,6.375822264,26,125,10,141,243,0,6.375822264,0,,,TN
sub02,EP09_06f,65,0,40.45783222,14.63613883,11,151,-5,167,367,0,14.63613883,0,,,TN
sub02,EP09_06f,97,40.45783222,40.45783222,14.63613883,11,151,-5,167,367,0,14.63613883,97,65,129,TP
sub02,EP09_06f,129,0,40.45783222,14.63613883,11,151,-5,167,367,0,14.63613883,0,,,TN
sub02,EP09_06f,161,0,40.45783222,14.63613883,11,151,-5,167,367,0,14.63613883,0,,,TN
sub02,EP09_06f,193,38.69118449,40.45783222,14.63613883,11,151,-5,167,367,0,14.63613883,193,161,225,FP
sub02,EP09_06f,225,0,40.45783222,14.63613883,11,151,-5,167,367,0,14.63613883,0,,,TN
sub02,EP09_06f,257,0,40.45783222,14.63613883,11,151,-5,167,367,0,14.63613883,0,,,TN
sub02,EP09_06f,289,37.94009393,40.45783222,14.63613883,11,151,-5,167,367,0,14.63613883,289,257,321,FP
sub02,EP11_01,65,68.62399054,68.62399054,13.55003104,16,106,0,122,373,0,13.55003104,65,33,97,TP
sub02,EP11_01,97,0,68.62399054,13.55003104,16,106,0,122,373,0,13.55003104,0,,,TN
sub02,EP11_01,129,8.133955066,68.62399054,13.55003104,16,106,0,122,373,0,13.55003104,0,,,TN
sub02,EP11_01,161,12.64247695,68.62399054,13.55003104,16,106,0,122,373,0,13.55003104,0,,,TN
sub02,EP11_01,193,0,68.62399054,13.55003104,16,106,0,122,373,0,13.55003104,0,,,TN
sub02,EP11_01,225,0,68.62399054,13.55003104,16,106,0,122,373,0,13.55003104,0,,,TN
sub02,EP11_01,257,16.75249464,68.62399054,13.55003104,16,106,0,122,373,0,13.55003104,257,225,289,FP
sub02,EP11_01,289,2.24733116,68.62399054,13.55003104,16,106,0,122,373,0,13.55003104,0,,,TN
sub02,EP13_04,65,0,0,0,21,76,5,92,143,0,0,65,33,97,TP
sub02,EP14_01,65,0,83.61798077,27.87266026,81,126,65,142,200,0,27.87266026,0,,,TN
sub02,EP14_01,97,83.61798077,83.61798077,27.87266026,81,126,65,142,200,0,27.87266026,97,65,129,TP
sub02,EP14_01,129,0,83.61798077,27.87266026,81,126,65,142,200,0,27.87266026,0,,,TN
sub02,EP15_04,65,6.363973393,9.342499099,7.853236246,26,96,10,112,167,0,7.853236246,0,,,TN
sub02,EP15_04,97,9.342499099,9.342499099,7.853236246,26,96,10,112,167,0,7.853236246,97,65,129,TP
sub03,EP07_04,65,30.76711881,30.76711881,30.76711881,21,106,5,122,136,0,30.76711881,65,33,97,TP
sub03,EP09_03,65,0,0,0,61,121,45,137,150,0,0,65,33,97,TP
sub03,EP18_06,65,8.566350844,8.566350844,8.566350844,26,126,10,142,140,0,8.566350844,65,33,97,TP
sub03,EP19_08,65,0,82.05212961,23.49837826,101,141,85,157,291,0,23.49837826,0,,,TN
sub03,EP19_08,97,0,82.05212961,23.49837826,101,141,85,157,291,0,23.49837826,0,,,TN
sub03,EP19_08,129,58.93813995,82.05212961,23.49837826,101,141,85,157,291,0,23.49837826,129,97,161,TP
sub03,EP19_08,161,0,82.05212961,23.49837826,101,141,85,157,291,0,23.49837826,0,,,TN
sub03,EP19_08,193,0,82.05212961,23.49837826,101,141,85,157,291,0,23.49837826,0,,,TN
sub03,EP19_08,225,82.05212961,82.05212961,23.49837826,101,141,85,157,291,0,23.49837826,225,193,257,FP
sub04,EP12_01f,65,0,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,0,,,TN
sub04,EP12_01f,97,43.28811113,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,97,65,129,FP
sub04,EP12_01f,129,0,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,0,,,TN
sub04,EP12_01f,161,0,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,0,,,TN
sub04,EP12_01f,193,12.85185489,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,0,,,TN
sub04,EP12_01f,225,48.61410721,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,225,193,257,FP
sub04,EP12_01f,257,0,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,0,,,TN
sub04,EP12_01f,289,41.89920696,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,289,257,321,TP
sub04,EP12_01f,321,0,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,0,,,TN
sub04,EP12_01f,353,7.47994476,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,0,,,TN
sub04,EP12_01f,385,0,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,0,,,TN
sub04,EP12_01f,417,39.13210375,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,417,385,449,FP
sub04,EP12_01f,449,3.200372017,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,0,,,TN
sub04,EP12_01f,481,21.79788565,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,481,449,513,FP
sub04,EP12_01f,513,0,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,0,,,TN
sub04,EP12_01f,545,0,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,0,,,TN
sub04,EP12_01f,577,32.11896464,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,577,545,609,FP
sub04,EP12_01f,609,0,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,0,,,TN
sub04,EP12_01f,641,65.7624003,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,641,609,673,FP
sub04,EP12_01f,673,0,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,0,,,TN
sub04,EP12_01f,705,24.99159141,65.7624003,16.24459727,261,321,245,337,773,0,16.24459727,705,673,737,FP
sub04,EP12_02f,65,0,56.7823323,17.27064128,356,406,340,422,743,0,17.27064128,0,,,TN
sub04,EP12_02f,97,45.8587668,56.7823323,17.27064128,356,406,340,422,743,0,17.27064128,97,65,129,FP
sub04,EP12_02f,129,10.32344971,56.7823323,17.27064128,356,406,340,422,743,0,17.27064128,0,,,TN
sub04,EP12_02f,161,2.863513733,56.7823323,17.27064128,356,406,340,422,743,0,17.27064128,0,,,TN
sub04,EP12_02f,193,0,56.7823323,17.27064128,356,406,340,422,743,0,17.27064128,0,,,TN
sub04,EP12_02f,225,44.15663315,56.7823323,17.27064128,356,406,340,422,743,0,17.27064128,225,193,257,FP
sub04,EP12_02f,257,0,56.7823323,17.27064128,356,406,340,422,743,0,17.27064128,0,,,TN
sub04,EP12_02f,289,0,56.7823323,17.27064128,356,406,340,422,743,0,17.27064128,0,,,TN
sub04,EP12_02f,321,15.66560131,56.7823323,17.27064128,356,406,340,422,743,0,17.27064128,0,,,TN
sub04,EP12_02f,353,0,56.7823323,17.27064128,356,406,340,422,743,0,17.27064128,0,,,TN
sub04,EP12_02f,385,3.798778148,56.7823323,17.27064128,356,406,340,422,743,0,17.27064128,0,,,TN
sub04,EP12_02f,417,25.06777366,56.7823323,17.27064128,356,406,340,422,743,0,17.27064128,417,385,449,TP
sub04,EP12_02f,449,0,56.7823323,17.27064128,356,406,340,422,743,0,17.27064128,0,,,TN
sub04,EP12_02f,481,44.99929392,56.7823323,17.27064128,356,406,340,422,743,0,17.27064128,481,449,513,FP
sub04,EP12_02f,513,29.54156731,56.7823323,17.27064128,356,406,340,422,743,0,17.27064128,513,481,545,FP
sub04,EP12_02f,545,33.07717256,56.7823323,17.27064128,356,406,340,422,743,0,17.27064128,545,513,577,FP
sub04,EP12_02f,577,0,56.7823323,17.27064128,356,406,340,422,743,0,17.27064128,0,,,TN
sub04,EP12_02f,609,0,56.7823323,17.27064128,356,406,340,422,743,0,17.27064128,0,,,TN
sub04,EP12_02f,641,56.7823323,56.7823323,17.27064128,356,406,340,422,743,0,17.27064128,641,609,673,FP
sub04,EP12_02f,673,33.27794309,56.7823323,17.27064128,356,406,340,422,743,0,17.27064128,673,641,705,FP
sub04,EP13_02f,65,0,0,0,51,111,35,127,183,0,0,65,33,97,TP
sub04,EP13_02f,97,0,0,0,51,111,35,127,183,0,0,97,65,129,TP
sub04,EP13_06f,65,0,31.70802602,7.927006506,71,161,55,177,236,0,7.927006506,0,,,TN
sub04,EP13_06f,97,0,31.70802602,7.927006506,71,161,55,177,236,0,7.927006506,0,,,TN
sub04,EP13_06f,129,0,31.70802602,7.927006506,71,161,55,177,236,0,7.927006506,0,,,TN
sub04,EP13_06f,161,31.70802602,31.70802602,7.927006506,71,161,55,177,236,0,7.927006506,161,129,193,TP
sub04,EP19_01f,65,16.40209514,67.58747803,11.20469156,191,226,175,242,370,0,11.20469156,65,33,97,FP
sub04,EP19_01f,97,0,67.58747803,11.20469156,191,226,175,242,370,0,11.20469156,0,,,TN
sub04,EP19_01f,129,5.647959334,67.58747803,11.20469156,191,226,175,242,370,0,11.20469156,0,,,TN
sub04,EP19_01f,161,0,67.58747803,11.20469156,191,226,175,242,370,0,11.20469156,0,,,TN
sub04,EP19_01f,193,0,67.58747803,11.20469156,191,226,175,242,370,0,11.20469156,0,,,TN
sub04,EP19_01f,225,67.58747803,67.58747803,11.20469156,191,226,175,242,370,0,11.20469156,225,193,257,TP
sub04,EP19_01f,257,0,67.58747803,11.20469156,191,226,175,242,370,0,11.20469156,0,,,TN
sub04,EP19_01f,289,0,67.58747803,11.20469156,191,226,175,242,370,0,11.20469156,0,,,TN
sub05,EP02_07,65,0,0,0,36,101,20,117,140,0,0,65,33,97,TP
sub05,EP03_01,65,0,67.94494291,22.6483143,41,101,25,117,218,0,22.6483143,0,,,TN
sub05,EP03_01,97,0,67.94494291,22.6483143,41,101,25,117,218,0,22.6483143,0,,,TN
sub05,EP03_01,129,67.94494291,67.94494291,22.6483143,41,101,25,117,218,0,22.6483143,129,97,161,FP
sub05,EP03_06,65,10.2580343,19.79481082,15.02642256,33,83,17,99,173,0,15.02642256,0,,,TN
sub05,EP03_06,97,19.79481082,19.79481082,15.02642256,33,83,17,99,173,0,15.02642256,97,65,129,TP
sub05,EP03_07,65,12.84906289,12.84906289,12.84906289,41,83,25,99,158,0,12.84906289,65,33,97,TP
sub05,EP05_03,65,0,17.32578721,5.44418296,51,141,35,157,248,0,5.44418296,0,,,TN
sub05,EP05_03,97,17.32578721,17.32578721,5.44418296,51,141,35,157,248,0,5.44418296,97,65,129,TP
sub05,EP05_03,129,4.450944631,17.32578721,5.44418296,51,141,35,157,248,0,5.44418296,0,,,TN
sub05,EP05_03,161,0,17.32578721,5.44418296,51,141,35,157,248,0,5.44418296,0,,,TN
sub05,EP05_09,65,0,22.16038122,12.28426735,49,136,33,152,234,0,12.28426735,0,,,TN
sub05,EP05_09,97,5.124367472,22.16038122,12.28426735,49,136,33,152,234,0,12.28426735,0,,,TN
sub05,EP05_09,129,21.85232069,22.16038122,12.28426735,49,136,33,152,234,0,12.28426735,129,97,161,TP
sub05,EP05_09,161,22.16038122,22.16038122,12.28426735,49,136,33,152,234,0,12.28426735,161,129,193,FP
sub05,EP06_10,65,0,84.24468932,24.89416761,85,136,69,152,300,0,24.89416761,0,,,TN
sub05,EP06_10,97,84.24468932,84.24468932,24.89416761,85,136,69,152,300,0,24.89416761,97,65,129,TP
sub05,EP06_10,129,21.87350843,84.24468932,24.89416761,85,136,69,152,300,0,24.89416761,0,,,TN
sub05,EP06_10,161,0,84.24468932,24.89416761,85,136,69,152,300,0,24.89416761,0,,,TN
sub05,EP06_10,193,0,84.24468932,24.89416761,85,136,69,152,300,0,24.89416761,0,,,TN
sub05,EP06_10,225,43.24680792,84.24468932,24.89416761,85,136,69,152,300,0,24.89416761,225,193,257,FP
sub05,EP07_01,65,56.53581438,56.53581438,11.79542323,49,106,33,122,300,0,11.79542323,65,33,97,TP
sub05,EP07_01,97,0,56.53581438,11.79542323,49,106,33,122,300,0,11.79542323,0,,,TN
sub05,EP07_01,129,0,56.53581438,11.79542323,49,106,33,122,300,0,11.79542323,0,,,TN
sub05,EP07_01,161,6.567733047,56.53581438,11.79542323,49,106,33,122,300,0,11.79542323,0,,,TN
sub05,EP07_01,193,7.668991979,56.53581438,11.79542323,49,106,33,122,300,0,11.79542323,0,,,TN
sub05,EP07_01,225,0,56.53581438,11.79542323,49,106,33,122,300,0,11.79542323,0,,,TN
sub05,EP08_05,65,4.209413903,4.209413903,4.209413903,6,71,-10,87,137,0,4.209413903,65,33,97,TP
sub05,EP09_05f,65,0,41.95936551,12.74441804,69,123,53,139,424,0,12.74441804,0,,,TN
sub05,EP09_05f,97,33.03814745,41.95936551,12.74441804,69,123,53,139,424,0,12.74441804,97,65,129,TP
sub05,EP09_05f,129,0,41.95936551,12.74441804,69,123,53,139,424,0,12.74441804,0,,,TN
sub05,EP09_05f,161,32.92402836,41.95936551,12.74441804,69,123,53,139,424,0,12.74441804,161,129,193,FP
sub05,EP09_05f,193,0,41.95936551,12.74441804,69,123,53,139,424,0,12.74441804,0,,,TN
sub05,EP09_05f,225,1.465430861,41.95936551,12.74441804,69,123,53,139,424,0,12.74441804,0,,,TN
sub05,EP09_05f,257,0,41.95936551,12.74441804,69,123,53,139,424,0,12.74441804,0,,,TN
sub05,EP09_05f,289,18.05720827,41.95936551,12.74441804,69,123,53,139,424,0,12.74441804,289,257,321,FP
sub05,EP09_05f,321,41.95936551,41.95936551,12.74441804,69,123,53,139,424,0,12.74441804,321,289,353,FP
sub05,EP09_05f,353,0,41.95936551,12.74441804,69,123,53,139,424,0,12.74441804,0,,,TN
sub05,EP12_06,65,0,0,0,46,121,30,137,151,0,0,65,33,97,TP
sub05,EP13_04f,65,18.34403608,18.34403608,18.34403608,36,111,20,127,151,0,18.34403608,65,33,97,TP
sub05,EP16_03f,65,3.148043757,29.1691117,16.15857773,39,138,23,154,183,0,16.15857773,0,,,TN
sub05,EP16_03f,97,29.1691117,29.1691117,16.15857773,39,138,23,154,183,0,16.15857773,97,65,129,TP
sub05,EP16_04f,65,47.28792979,47.28792979,14.09057907,141,181,125,197,409,0,14.09057907,65,33,97,FP
sub05,EP16_04f,97,0,47.28792979,14.09057907,141,181,125,197,409,0,14.09057907,0,,,TN
sub05,EP16_04f,129,0,47.28792979,14.09057907,141,181,125,197,409,0,14.09057907,0,,,TN
sub05,EP16_04f,161,41.50610427,47.28792979,14.09057907,141,181,125,197,409,0,14.09057907,161,129,193,TP
sub05,EP16_04f,193,5.279444232,47.28792979,14.09057907,141,181,125,197,409,0,14.09057907,0,,,TN
sub05,EP16_04f,225,17.34039008,47.28792979,14.09057907,141,181,125,197,409,0,14.09057907,225,193,257,FP
sub05,EP16_04f,257,0,47.28792979,14.09057907,141,181,125,197,409,0,14.09057907,0,,,TN
sub05,EP16_04f,289,0,47.28792979,14.09057907,141,181,125,197,409,0,14.09057907,0,,,TN
sub05,EP16_04f,321,15.40134329,47.28792979,14.09057907,141,181,125,197,409,0,14.09057907,321,289,353,FP
sub05,EP19_03,65,0,0,0,6,58,-10,74,151,0,0,65,33,97,TP
sub06,EP01_01,65,0,89.50375863,22.37593966,81,136,65,152,236,0,22.37593966,0,,,TN
sub06,EP01_01,97,0,89.50375863,22.37593966,81,136,65,152,236,0,22.37593966,0,,,TN
sub06,EP01_01,129,0,89.50375863,22.37593966,81,136,65,152,236,0,22.37593966,0,,,TN
sub06,EP01_01,161,89.50375863,89.50375863,22.37593966,81,136,65,152,236,0,22.37593966,161,129,193,FP
sub06,EP02_31,65,17.04708704,31.31179559,11.81949854,99,148,83,164,276,0,11.81949854,65,33,97,FP
sub06,EP02_31,97,10.7386101,31.31179559,11.81949854,99,148,83,164,276,0,11.81949854,0,,,TN
sub06,EP02_31,129,0,31.31179559,11.81949854,99,148,83,164,276,0,11.81949854,0,,,TN
sub06,EP02_31,161,0,31.31179559,11.81949854,99,148,83,164,276,0,11.81949854,0,,,TN
sub06,EP02_31,193,31.31179559,31.31179559,11.81949854,99,148,83,164,276,0,11.81949854,193,161,225,FP
sub06,EP10_08,65,0,23.65058067,3.61867553,116,161,100,177,321,0,3.61867553,0,,,TN
sub06,EP10_08,97,1.68014804,23.65058067,3.61867553,116,161,100,177,321,0,3.61867553,0,,,TN
sub06,EP10_08,129,0,23.65058067,3.61867553,116,161,100,177,321,0,3.61867553,0,,,TN
sub06,EP10_08,161,23.65058067,23.65058067,3.61867553,116,161,100,177,321,0,3.61867553,161,129,193,TP
sub06,EP10_08,193,0,23.65058067,3.61867553,116,161,100,177,321,0,3.61867553,0,,,TN
sub06,EP10_08,225,0,23.65058067,3.61867553,116,161,100,177,321,0,3.61867553,0,,,TN
sub06,EP10_08,257,0,23.65058067,3.61867553,116,161,100,177,321,0,3.61867553,0,,,TN
sub06,EP15_02,65,0,0,0,56,106,40,122,137,0,0,65,33,97,TP
sub06,EP16_05,65,34.25261277,40.07156796,18.58104518,94,151,78,167,228,0,18.58104518,65,33,97,FP
sub06,EP16_05,97,0,40.07156796,18.58104518,94,151,78,167,228,0,18.58104518,0,,,TN
sub06,EP16_05,129,0,40.07156796,18.58104518,94,151,78,167,228,0,18.58104518,0,,,TN
sub06,EP16_05,161,40.07156796,40.07156796,18.58104518,94,151,78,167,228,0,18.58104518,161,129,193,TP
sub07,EP01_01,65,0,85.09637515,21.27409379,79,156,63,172,234,0,21.27409379,0,,,TN
sub07,EP01_01,97,85.09637515,85.09637515,21.27409379,79,156,63,172,234,0,21.27409379,97,65,129,TP
sub07,EP01_01,129,0,85.09637515,21.27409379,79,156,63,172,234,0,21.27409379,0,,,TN
sub07,EP01_01,161,0,85.09637515,21.27409379,79,156,63,172,234,0,21.27409379,0,,,TN
sub07,EP06_02_02,65,59.67408801,59.67408801,59.67408801,36,91,20,107,133,0,59.67408801,65,33,97,TP
sub07,EP08_02,65,0,24.55066576,4.910133153,141,191,125,207,269,0,4.910133153,0,,,TN
sub07,EP08_02,97,0,24.55066576,4.910133153,141,191,125,207,269,0,4.910133153,0,,,TN
sub07,EP08_02,129,24.55066576,24.55066576,4.910133153,141,191,125,207,269,0,4.910133153,129,97,161,TP
sub07,EP08_02,161,0,24.55066576,4.910133153,141,191,125,207,269,0,4.910133153,0,,,TN
sub07,EP08_02,193,0,24.55066576,4.910133153,141,191,125,207,269,0,4.910133153,0,,,TN
sub07,EP15_01,65,12.64809271,34.71359575,15.78722949,36,91,20,107,200,0,15.78722949,0,,,TN
sub07,EP15_01,97,34.71359575,34.71359575,15.78722949,36,91,20,107,200,0,15.78722949,97,65,129,TP
sub07,EP15_01,129,0,34.71359575,15.78722949,36,91,20,107,200,0,15.78722949,0,,,TN
sub07,EP18_01,65,33.99258648,33.99258648,33.99258648,6,51,-10,67,140,0,33.99258648,65,33,97,TP
sub07,EP18_03,65,2.251227773,49.04701779,25.64912278,11,96,-5,112,182,0,25.64912278,0,,,TN
sub07,EP18_03,97,49.04701779,49.04701779,25.64912278,11,96,-5,112,182,0,25.64912278,97,65,129,TP
sub08,EP12_07f,65,19.5666361,28.56163228,12.42502054,26,118,10,134,443,0,12.42502054,65,33,97,TP
sub08,EP12_07f,97,28.56163228,28.56163228,12.42502054,26,118,10,134,443,0,12.42502054,97,65,129,TP
sub08,EP12_07f,129,0,28.56163228,12.42502054,26,118,10,134,443,0,12.42502054,0,,,TN
sub08,EP12_07f,161,18.21600637,28.56163228,12.42502054,26,118,10,134,443,0,12.42502054,161,129,193,FP
sub08,EP12_07f,193,11.11069213,28.56163228,12.42502054,26,118,10,134,443,0,12.42502054,0,,,TN
sub08,EP12_07f,225,0,28.56163228,12.42502054,26,118,10,134,443,0,12.42502054,0,,,TN
sub08,EP12_07f,257,20.45648137,28.56163228,12.42502054,26,118,10,134,443,0,12.42502054,257,225,289,FP
sub08,EP12_07f,289,0,28.56163228,12.42502054,26,118,10,134,443,0,12.42502054,0,,,TN
sub08,EP12_07f,321,23.19968531,28.56163228,12.42502054,26,118,10,134,443,0,12.42502054,321,289,353,FP
sub08,EP12_07f,353,3.139071878,28.56163228,12.42502054,26,118,10,134,443,0,12.42502054,0,,,TN
sub08,EP12_08f,65,0,24.45362349,11.18010038,71,170,55,186,285,0,11.18010038,0,,,TN
sub08,EP12_08f,97,24.45362349,24.45362349,11.18010038,71,170,55,186,285,0,11.18010038,97,65,129,TP
sub08,EP12_08f,129,14.96829393,24.45362349,11.18010038,71,170,55,186,285,0,11.18010038,129,97,161,TP
sub08,EP12_08f,161,0,24.45362349,11.18010038,71,170,55,186,285,0,11.18010038,0,,,TN
sub08,EP12_08f,193,16.4785845,24.45362349,11.18010038,71,170,55,186,285,0,11.18010038,193,161,225,FP
sub08,EP13_01f,65,0,62.3559922,13.65077093,49,126,33,142,461,0,13.65077093,0,,,TN
sub08,EP13_01f,97,0,62.3559922,13.65077093,49,126,33,142,461,0,13.65077093,0,,,TN
sub08,EP13_01f,129,0,62.3559922,13.65077093,49,126,33,142,461,0,13.65077093,0,,,TN
sub08,EP13_01f,161,1.834801113,62.3559922,13.65077093,49,126,33,142,461,0,13.65077093,0,,,TN
sub08,EP13_01f,193,27.47710877,62.3559922,13.65077093,49,126,33,142,461,0,13.65077093,193,161,225,FP
