Subject,Folder,Number,Label,GT
sub01,EP03_02,38,0,0
sub01,EP03_02,39,0,0
sub01,EP03_02,40,0,0
sub01,EP03_02,41,0,0
sub01,EP03_02,42,0,0
sub01,EP03_02,43,0,0
sub01,EP03_02,44,0,0
sub01,EP03_02,45,0,0
sub01,EP03_02,46,0,0
sub01,EP03_02,47,0,0
sub01,EP03_02,48,0,0
sub01,EP03_02,49,0,0
sub01,EP03_02,50,0,0
sub01,EP03_02,51,0,0
sub01,EP03_02,52,0,0
sub01,EP03_02,53,0,0
sub01,EP03_02,54,0,0
sub01,EP03_02,55,0,0
sub01,EP03_02,56,0,0
sub01,EP03_02,57,0,0
sub01,EP03_02,58,0,0
sub01,EP03_02,59,0,0
sub01,EP03_02,60,0,0
sub01,EP03_02,61,0,0
sub01,EP03_02,62,0,0
sub01,EP03_02,63,0,0
sub01,EP03_02,64,0,0
sub01,EP03_02,65,0,0
sub01,EP03_02,66,0,0
sub01,EP03_02,67,0,0
sub01,EP03_02,68,0,0
sub01,EP03_02,69,0,0
sub01,EP03_02,70,0,0
sub01,EP03_02,71,0,0
sub01,EP03_02,72,0,0
sub01,EP03_02,73,0,0
sub01,EP03_02,74,0,0
sub01,EP03_02,75,0,0
sub01,EP03_02,76,0,0
sub01,EP03_02,77,0,0
sub01,EP03_02,78,0,0
sub01,EP03_02,79,0,0
sub01,EP03_02,80,0,0
sub01,EP03_02,81,0,0
sub01,EP03_02,82,0,0
sub01,EP03_02,83,0,0
sub01,EP03_02,84,0,0
sub01,EP03_02,85,0,0
sub01,EP03_02,86,0,0
sub01,EP03_02,87,0,0
sub01,EP03_02,88,0,0
sub01,EP03_02,89,0,0
sub01,EP03_02,90,0,0
sub01,EP03_02,91,0,0
sub01,EP03_02,92,0,0
sub01,EP03_02,93,0,0
sub01,EP03_02,94,0,0
sub01,EP03_02,95,0,0
sub01,EP03_02,96,0,0
sub01,EP03_02,97,1,0
sub01,EP03_02,98,1,0
sub01,EP03_02,99,1,0
sub01,EP03_02,100,1,0
sub01,EP03_02,101,1,0
sub01,EP03_02,102,1,0
sub01,EP03_02,103,1,0
sub01,EP03_02,104,1,0
sub01,EP03_02,105,1,0
sub01,EP03_02,106,1,0
sub01,EP03_02,107,1,0
sub01,EP03_02,108,1,0
sub01,EP03_02,109,1,0
sub01,EP03_02,110,1,0
sub01,EP03_02,111,1,0
sub01,EP03_02,112,1,0
sub01,EP03_02,113,1,0
sub01,EP03_02,114,1,0
sub01,EP03_02,115,1,0
sub01,EP03_02,116,1,0
sub01,EP03_02,117,1,0
sub01,EP03_02,118,1,0
sub01,EP03_02,119,1,0
sub01,EP03_02,120,1,0
sub01,EP03_02,121,1,0
sub01,EP03_02,122,1,0
sub01,EP03_02,123,1,0
sub01,EP03_02,124,1,0
sub01,EP03_02,125,1,0
sub01,EP03_02,126,1,0
sub01,EP03_02,127,1,0
sub01,EP03_02,128,1,0
sub01,EP03_02,129,1,0
sub01,EP03_02,130,1,0
sub01,EP03_02,131,1,1
sub01,EP03_02,132,1,1
sub01,EP03_02,133,1,1
sub01,EP03_02,134,1,1
sub01,EP03_02,135,1,1
sub01,EP03_02,136,1,1
sub01,EP03_02,137,1,1
sub01,EP03_02,138,1,1
sub01,EP03_02,139,1,1
sub01,EP03_02,140,1,1
sub01,EP03_02,141,1,1
sub01,EP03_02,142,1,1
sub01,EP03_02,143,1,1
sub01,EP03_02,144,1,1
sub01,EP03_02,145,1,1
sub01,EP03_02,146,1,1
sub01,EP03_02,147,1,1
sub01,EP03_02,148,1,1
sub01,EP03_02,149,1,1
sub01,EP03_02,150,1,1
sub01,EP03_02,151,1,1
sub01,EP03_02,152,1,1
sub01,EP03_02,153,1,1
sub01,EP03_02,154,1,1
sub01,EP03_02,155,1,1
sub01,EP03_02,156,1,1
sub01,EP03_02,157,1,1
sub01,EP03_02,158,1,1
sub01,EP03_02,159,1,1
sub01,EP03_02,160,1,1
sub01,EP03_02,161,1,1
sub01,EP03_02,162,1,0
sub01,EP03_02,163,1,0
sub01,EP03_02,164,1,0
sub01,EP03_02,165,1,0
sub01,EP03_02,166,1,0
sub01,EP03_02,167,1,0
sub01,EP03_02,168,1,0
sub01,EP03_02,169,1,0
sub01,EP03_02,170,1,0
sub01,EP03_02,171,1,0
sub01,EP03_02,172,1,0
sub01,EP03_02,173,1,0
sub01,EP03_02,174,1,0
sub01,EP03_02,175,1,0
sub01,EP03_02,176,1,0
sub01,EP03_02,177,1,0
sub01,EP03_02,178,1,0
sub01,EP03_02,179,1,0
sub01,EP03_02,180,1,0
sub01,EP03_02,181,1,0
sub01,EP03_02,182,1,0
sub01,EP03_02,183,1,0
sub01,EP03_02,184,1,0
sub01,EP03_02,185,1,0
sub01,EP03_02,186,1,0
sub01,EP03_02,187,1,0
sub01,EP03_02,188,1,0
sub01,EP03_02,189,1,0
sub01,EP03_02,190,1,0
sub01,EP03_02,191,1,0
sub01,EP03_02,192,1,0
sub01,EP03_02,193,1,0
sub01,EP03_02,194,0,0
sub01,EP03_02,195,0,0
sub01,EP03_02,196,0,0
sub01,EP03_02,197,0,0
sub01,EP03_02,198,0,0
sub01,EP03_02,199,0,0
sub01,EP03_02,200,0,0
sub01,EP03_02,201,0,0
sub01,EP03_02,202,0,0
sub01,EP03_02,203,0,0
sub01,EP03_02,204,0,0
sub01,EP03_02,205,0,0
sub01,EP03_02,206,0,0
sub01,EP03_02,207,0,0
sub01,EP03_02,208,0,0
sub01,EP03_02,209,0,0
sub01,EP03_02,210,0,0
sub01,EP03_02,211,0,0
sub01,EP03_02,212,0,0
sub01,EP03_02,213,0,0
sub01,EP03_02,214,0,0
sub01,EP03_02,215,0,0
sub01,EP03_02,216,0,0
sub01,EP03_02,217,0,0
sub01,EP03_02,218,0,0
sub01,EP03_02,219,0,0
sub01,EP03_02,220,0,0
sub01,EP03_02,221,0,0
sub01,EP03_02,222,0,0
sub01,EP03_02,223,0,0
sub01,EP03_02,224,0,0
sub01,EP03_02,225,0,0
sub01,EP03_02,226,0,0
sub01,EP03_02,227,0,0
sub01,EP03_02,228,0,0
sub01,EP03_02,229,0,0
sub01,EP03_02,230,0,0
sub01,EP04_02,0,0,0
sub01,EP04_02,1,0,0
sub01,EP04_02,2,0,0
sub01,EP04_02,3,0,0
sub01,EP04_02,4,0,0
sub01,EP04_02,5,0,0
sub01,EP04_02,6,0,0
sub01,EP04_02,7,0,0
sub01,EP04_02,8,0,0
sub01,EP04_02,9,0,0
sub01,EP04_02,10,0,0
sub01,EP04_02,11,0,0
sub01,EP04_02,12,0,0
sub01,EP04_02,13,0,0
sub01,EP04_02,14,0,0
sub01,EP04_02,15,0,0
sub01,EP04_02,16,0,0
sub01,EP04_02,17,0,0
sub01,EP04_02,18,0,0
sub01,EP04_02,19,0,0
sub01,EP04_02,20,0,0
sub01,EP04_02,21,0,1
sub01,EP04_02,22,0,1
sub01,EP04_02,23,0,1
sub01,EP04_02,24,0,1
sub01,EP04_02,25,0,1
sub01,EP04_02,26,0,1
sub01,EP04_02,27,0,1
sub01,EP04_02,28,0,1
sub01,EP04_02,29,0,1
sub01,EP04_02,30,0,1
sub01,EP04_02,31,0,1
sub01,EP04_02,32,0,1
sub01,EP04_02,33,0,1
sub01,EP04_02,34,0,1
sub01,EP04_02,35,0,1
sub01,EP04_02,36,0,1
sub01,EP04_02,37,0,1
sub01,EP04_02,38,0,1
sub01,EP04_02,39,0,1
sub01,EP04_02,40,0,1
sub01,EP04_02,41,0,1
sub01,EP04_02,42,0,1
sub01,EP04_02,43,0,1
sub01,EP04_02,44,0,1
sub01,EP04_02,45,0,1
sub01,EP04_02,46,0,1
sub01,EP04_02,47,0,1
sub01,EP04_02,48,0,1
sub01,EP04_02,49,0,1
sub01,EP04_02,50,0,1
sub01,EP04_02,51,0,1
sub01,EP04_02,52,0,1
sub01,EP04_02,53,0,1
sub01,EP04_02,54,0,1
sub01,EP04_02,55,0,1
sub01,EP04_02,56,0,1
sub01,EP04_02,57,0,1
sub01,EP04_02,58,0,1
sub01,EP04_02,59,0,1
sub01,EP04_02,60,0,1
sub01,EP04_02,61,0,1
sub01,EP04_02,62,0,1
sub01,EP04_02,63,0,1
sub01,EP04_02,64,0,1
sub01,EP04_02,65,1,1
sub01,EP04_02,66,1,1
sub01,EP04_02,67,1,1
sub01,EP04_02,68,1,1
sub01,EP04_02,69,1,1
sub01,EP04_02,70,1,1
sub01,EP04_02,71,1,1
sub01,EP04_02,72,1,1
sub01,EP04_02,73,1,1
sub01,EP04_02,74,1,1
sub01,EP04_02,75,1,1
sub01,EP04_02,76,1,1
sub01,EP04_02,77,1,0
sub01,EP04_02,78,1,0
sub01,EP04_02,79,1,0
sub01,EP04_02,80,1,0
sub01,EP04_02,81,1,0
sub01,EP04_02,82,1,0
sub01,EP04_02,83,1,0
sub01,EP04_02,84,1,0
sub01,EP04_02,85,1,0
sub01,EP04_02,86,1,0
sub01,EP04_02,87,1,0
sub01,EP04_02,88,1,0
sub01,EP04_02,89,1,0
sub01,EP04_02,90,1,0
sub01,EP04_02,91,1,0
sub01,EP04_02,92,1,0
sub01,EP04_02,93,1,0
sub01,EP04_02,94,1,0
sub01,EP04_02,95,1,0
sub01,EP04_02,96,1,0
sub01,EP04_02,97,1,0
sub01,EP04_02,98,1,0
sub01,EP04_02,99,1,0
sub01,EP04_02,100,1,0
sub01,EP04_02,101,1,0
sub01,EP04_02,102,1,0
sub01,EP04_02,103,1,0
sub01,EP04_02,104,1,0
sub01,EP04_02,105,1,0
sub01,EP04_02,106,1,0
sub01,EP04_02,107,1,0
sub01,EP04_02,108,1,0
sub01,EP04_02,109,1,0
sub01,EP04_02,110,1,0
sub01,EP04_02,111,1,0
sub01,EP04_02,112,1,0
sub01,EP04_02,113,1,0
sub01,EP04_02,114,1,0
sub01,EP04_02,115,1,0
sub01,EP04_02,116,1,0
sub01,EP04_02,117,1,0
sub01,EP04_02,118,1,0
sub01,EP04_02,119,1,0
sub01,EP04_02,120,1,0
sub01,EP04_02,121,1,0
sub01,EP04_02,122,1,0
sub01,EP04_02,123,1,0
sub01,EP04_02,124,1,0
sub01,EP04_02,125,1,0
sub01,EP04_02,126,1,0
sub01,EP04_02,127,1,0
sub01,EP04_02,128,1,0
sub01,EP04_02,129,1,0
sub01,EP04_02,130,0,0
sub01,EP04_02,131,0,0
sub01,EP04_02,132,0,0
sub01,EP04_02,133,0,0
sub01,EP04_02,134,0,0
sub01,EP04_02,135,0,0
sub01,EP04_02,136,0,0
sub01,EP04_02,137,0,0
sub01,EP04_02,138,0,0
sub01,EP04_02,139,0,0
sub01,EP04_02,140,0,0
sub01,EP04_02,141,0,0
sub01,EP04_02,142,0,0
sub01,EP04_02,143,0,0
sub01,EP04_02,144,0,0
sub01,EP04_02,145,0,0
sub01,EP04_02,146,0,0
sub01,EP04_02,147,0,0
sub01,EP04_02,148,0,0
sub01,EP04_02,149,0,0
sub01,EP04_02,150,0,0
sub01,EP04_02,151,0,0
sub01,EP04_02,152,0,0
sub01,EP04_02,153,0,0
sub01,EP04_02,154,0,0
sub01,EP04_02,155,0,0
sub01,EP04_02,156,0,0
sub01,EP04_02,157,0,0
sub01,EP04_02,158,0,0
sub01,EP04_02,159,0,0
sub01,EP04_02,160,0,0
sub01,EP04_02,161,0,0
sub01,EP04_02,162,0,0
sub01,EP04_02,163,0,0
sub01,EP04_02,164,0,0
sub01,EP04_02,165,0,0
sub01,EP04_02,166,0,0
sub01,EP04_02,167,0,0
sub01,EP04_02,168,0,0
sub01,EP04_02,169,0,0
sub01,EP04_02,170,0,0
sub01,EP04_02,171,0,0
sub01,EP04_02,172,0,0
sub01,EP04_02,173,0,0
sub01,EP04_02,174,0,0
sub01,EP04_02,175,0,0
sub01,EP04_02,176,0,0
sub01,EP04_02,177,0,0
sub01,EP04_02,178,0,0
sub01,EP04_02,179,0,0
sub01,EP04_02,180,0,0
sub01,EP04_02,181,0,0
sub01,EP04_02,182,0,0
sub01,EP04_02,183,0,0
sub01,EP04_02,184,0,0
sub01,EP04_02,185,0,0
sub01,EP04_02,186,0,0
sub01,EP04_02,187,0,0
sub01,EP04_02,188,0,0
sub01,EP04_02,189,0,0
sub01,EP04_02,190,0,0
sub01,EP04_02,191,0,0
sub01,EP04_02,192,0,0
sub01,EP04_02,193,0,0
sub01,EP04_02,194,0,0
sub01,EP04_02,195,0,0
sub01,EP04_02,196,0,0
sub01,EP04_02,197,0,0
sub01,EP04_02,198,0,0
sub01,EP04_02,199,0,0
sub01,EP04_02,200,0,0
sub01,EP04_02,201,0,0
sub01,EP04_02,202,0,0
sub01,EP04_02,203,0,0
sub01,EP04_02,204,0,0
sub01,EP04_02,205,0,0
sub01,EP04_02,206,0,0
sub01,EP04_02,207,0,0
sub01,EP04_02,208,0,0
sub01,EP04_02,209,0,0
sub01,EP04_02,210,0,0
sub01,EP04_02,211,0,0
sub01,EP04_02,212,0,0
sub01,EP04_02,213,0,0
sub01,EP04_02,214,0,0
sub01,EP04_02,215,0,0
sub01,EP04_02,216,0,0
sub01,EP04_02,217,0,0
sub01,EP04_02,218,0,0
sub01,EP04_04,0,0,0
sub01,EP04_04,1,0,0
sub01,EP04_04,2,0,0
sub01,EP04_04,3,0,0
sub01,EP04_04,4,0,0
sub01,EP04_04,5,0,0
sub01,EP04_04,6,0,0
sub01,EP04_04,7,0,0
sub01,EP04_04,8,0,0
sub01,EP04_04,9,0,0
sub01,EP04_04,10,0,0
sub01,EP04_04,11,0,0
sub01,EP04_04,12,0,0
sub01,EP04_04,13,0,0
sub01,EP04_04,14,0,0
sub01,EP04_04,15,0,0
sub01,EP04_04,16,0,0
sub01,EP04_04,17,0,0
sub01,EP04_04,18,0,0
sub01,EP04_04,19,0,0
sub01,EP04_04,20,0,0
sub01,EP04_04,21,0,0
sub01,EP04_04,22,0,0
sub01,EP04_04,23,0,1
sub01,EP04_04,24,0,1
sub01,EP04_04,25,0,1
sub01,EP04_04,26,0,1
sub01,EP04_04,27,0,1
sub01,EP04_04,28,0,1
sub01,EP04_04,29,0,1
sub01,EP04_04,30,0,1
sub01,EP04_04,31,0,1
sub01,EP04_04,32,0,1
sub01,EP04_04,33,0,1
sub01,EP04_04,34,0,1
sub01,EP04_04,35,0,1
sub01,EP04_04,36,0,1
sub01,EP04_04,37,0,1
sub01,EP04_04,38,0,1
sub01,EP04_04,39,0,1
sub01,EP04_04,40,0,1
sub01,EP04_04,41,0,1
sub01,EP04_04,42,0,1
sub01,EP04_04,43,0,1
sub01,EP04_04,44,0,1
sub01,EP04_04,45,0,1
sub01,EP04_04,46,0,1
sub01,EP04_04,47,0,1
sub01,EP04_04,48,0,1
sub01,EP04_04,49,0,1
sub01,EP04_04,50,0,1
sub01,EP04_04,51,0,1
sub01,EP04_04,52,0,1
sub01,EP04_04,53,0,1
sub01,EP04_04,54,0,1
sub01,EP04_04,55,0,1
sub01,EP04_04,56,0,1
sub01,EP04_04,57,0,1
sub01,EP04_04,58,0,1
sub01,EP04_04,59,0,1
sub01,EP04_04,60,0,1
sub01,EP04_04,61,0,1
sub01,EP04_04,62,0,1
sub01,EP04_04,63,0,1
sub01,EP04_04,64,0,1
sub01,EP04_04,65,1,1
sub01,EP04_04,66,1,1
sub01,EP04_04,67,1,0
sub01,EP04_04,68,1,0
sub01,EP04_04,69,1,0
sub01,EP04_04,70,1,0
sub01,EP04_04,71,1,0
sub01,EP04_04,72,1,0
sub01,EP04_04,73,1,0
sub01,EP04_04,74,1,0
sub01,EP04_04,75,1,0
sub01,EP04_04,76,1,0
sub01,EP04_04,77,1,0
sub01,EP04_04,78,1,0
sub01,EP04_04,79,1,0
sub01,EP04_04,80,1,0
sub01,EP04_04,81,1,0
sub01,EP04_04,82,1,0
sub01,EP04_04,83,1,0
sub01,EP04_04,84,1,0
sub01,EP04_04,85,1,0
sub01,EP04_04,86,1,0
sub01,EP04_04,87,1,0
sub01,EP04_04,88,1,0
sub01,EP04_04,89,1,0
sub01,EP04_04,90,1,0
sub01,EP04_04,91,1,0
sub01,EP04_04,92,1,0
sub01,EP04_04,93,1,0
sub01,EP04_04,94,1,0
sub01,EP04_04,95,1,0
sub01,EP04_04,96,1,0
sub01,EP04_04,97,1,0
sub01,EP04_04,98,1,0
sub01,EP04_04,99,1,0
sub01,EP04_04,100,1,0
sub01,EP04_04,101,1,0
sub01,EP04_04,102,1,0
sub01,EP04_04,103,1,0
sub01,EP04_04,104,1,0
sub01,EP04_04,105,1,0
sub01,EP04_04,106,1,0
sub01,EP04_04,107,1,0
sub01,EP04_04,108,1,0
sub01,EP04_04,109,1,0
sub01,EP04_04,110,1,0
sub01,EP04_04,111,1,0
sub01,EP04_04,112,1,0
sub01,EP04_04,113,1,0
