1,2,3,4,5,6,7,8,9,10,11,12,Negative,Positive
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00537.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00538.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00539.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00540.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00541.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00542.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00543.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00544.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00545.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00546.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00547.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00548.jpg,9,3
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00555.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00556.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00557.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00558.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00559.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00560.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00561.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00562.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00563.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00564.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00565.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00566.jpg,9,3
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00566.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00567.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00568.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00569.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00570.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00571.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00572.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00573.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00574.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00575.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00576.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00577.jpg,9,3
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00597.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00598.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00599.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00600.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00601.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00602.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00603.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00604.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00605.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00606.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00607.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00608.jpg,9,3
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00682.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00683.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00684.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00685.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00686.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00687.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00688.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00689.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00690.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00691.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00692.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00693.jpg,9,3
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00722.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00723.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00724.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00725.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00726.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00727.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00728.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00729.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00730.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00731.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00732.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00733.jpg,9,3
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00750.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00751.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00752.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00753.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00754.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00755.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00756.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00757.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00758.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00759.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00760.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00761.jpg,9,3
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00777.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00778.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00779.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00780.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00781.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00782.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00783.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00784.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00785.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00786.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00787.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00788.jpg,9,3
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00827.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00828.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00829.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00830.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00831.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00832.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00833.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00834.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00835.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00836.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00837.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00838.jpg,9,3
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00852.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00853.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00854.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00855.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00856.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00857.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00858.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00859.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00860.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00861.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00862.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00863.jpg,9,3
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00903.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00904.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00905.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00906.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00907.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00908.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00909.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00910.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00911.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00912.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00913.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00914.jpg,9,3
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00925.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00926.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00927.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00928.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00929.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00930.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00931.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00932.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00933.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00934.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00935.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00936.jpg,9,3
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00990.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00991.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00992.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00993.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00994.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00995.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00996.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00997.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00998.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00999.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01000.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01001.jpg,9,3
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01011.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01012.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01013.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01014.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01015.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01016.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01017.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01018.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01019.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01020.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01021.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01022.jpg,9,3
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01109.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01110.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01111.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01112.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01113.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01114.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01115.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01116.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01117.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01118.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01119.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01120.jpg,9,3
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01127.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01128.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01129.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01130.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01131.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01132.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01133.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01134.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01135.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01136.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01137.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01138.jpg,9,3
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01151.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01152.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01153.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01154.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01155.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01156.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01157.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01158.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01159.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01160.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01161.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01162.jpg,9,3
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01190.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01191.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01192.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01193.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01194.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01195.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01196.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01197.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01198.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01199.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01200.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01201.jpg,9,3
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01460.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01461.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01462.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01463.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01464.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01465.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01466.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01467.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01468.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01469.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01470.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01471.jpg,9,3
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01479.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01480.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01481.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01482.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01483.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01484.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01485.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01486.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01487.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01488.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01489.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01490.jpg,9,3
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01532.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01533.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01534.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01535.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01536.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01537.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01538.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01539.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01540.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01541.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01542.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01543.jpg,9,3
