1,2,3,4,5,6,7,8,9,10,11,12,Negative,Positive
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00541.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00542.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00543.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00544.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00545.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00546.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00547.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00548.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00549.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00550.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00551.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00552.jpg,5,7
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00551.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00552.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00553.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00554.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00555.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00556.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00557.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00558.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00559.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00560.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00561.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00562.jpg,5,7
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00570.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00571.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00572.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00573.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00574.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00575.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00576.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00577.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00578.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00579.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00580.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00581.jpg,5,7
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00593.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00594.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00595.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00596.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00597.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00598.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00599.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00600.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00601.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00602.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00603.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00604.jpg,5,7
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00686.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00687.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00688.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00689.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00690.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00691.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00692.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00693.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00694.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00695.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00696.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00697.jpg,5,7
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00718.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00719.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00720.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00721.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00722.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00723.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00724.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00725.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00726.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00727.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00728.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00729.jpg,5,7
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00754.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00755.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00756.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00757.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00758.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00759.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00760.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00761.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00762.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00763.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00764.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00765.jpg,5,7
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00773.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00774.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00775.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00776.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00777.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00778.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00779.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00780.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00781.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00782.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00783.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00784.jpg,5,7
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00831.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00832.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00833.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00834.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00835.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00836.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00837.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00838.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00839.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00840.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00841.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00842.jpg,5,7
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00848.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00849.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00850.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00851.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00852.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00853.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00854.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00855.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00856.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00857.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00858.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00859.jpg,5,7
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00907.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00908.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00909.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00910.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00911.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00912.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00913.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00914.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00915.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00916.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00917.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00918.jpg,5,7
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00921.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00922.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00923.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00924.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00925.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00926.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00927.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00928.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00929.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00930.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00931.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00932.jpg,5,7
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00994.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00995.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00996.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00997.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00998.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img00999.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01000.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01001.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01002.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01003.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01004.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01005.jpg,5,7
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01007.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01008.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01009.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01010.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01011.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01012.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01013.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01014.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01015.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01016.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01017.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01018.jpg,5,7
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01113.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01114.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01115.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01116.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01117.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01118.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01119.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01120.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01121.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01122.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01123.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01124.jpg,5,7
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01123.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01124.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01125.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01126.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01127.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01128.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01129.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01130.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01131.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01132.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01133.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01134.jpg,5,7
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01155.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01156.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01157.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01158.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01159.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01160.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01161.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01162.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01163.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01164.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01165.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01166.jpg,5,7
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01186.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01187.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01188.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01189.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01190.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01191.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01192.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01193.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01194.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01195.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01196.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01197.jpg,5,7
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01464.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01465.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01466.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01467.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01468.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01469.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01470.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01471.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01472.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01473.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01474.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01475.jpg,5,7
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01475.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01476.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01477.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01478.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01479.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01480.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01481.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01482.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01483.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01484.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01485.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01486.jpg,5,7
D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01536.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01537.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01538.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01539.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01540.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01541.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01542.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01543.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01544.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01545.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01546.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S4\img01547.jpg,5,7
