1, 12, TN, Outside, 1598, 1613
1585, 1596, TN, Outside, 1598, 1613
1597, 1608, FN, Left Side, 1598, 1613
1609, 1620, TN, Right Side, 1598, 1613
1621, 1632, FP, Outside, 1598, 1613
1633, 1644, TN, Outside, 1598, 1613
1645, 1656, TN, Outside, 1598, 1613
1657, 1668, TN, Outside, 1598, 1613
1669, 1680, TN, Outside, 1598, 1613
1681, 1692, TN, Outside, 1598, 1613
1693, 1704, TN, Outside, 1598, 1613
1705, 1716, TN, Outside, 1598, 1613
1717, 1728, TN, Outside, 1598, 1613
1729, 1740, TN, Outside, 1598, 1613
1741, 1752, TN, Outside, 1598, 1613
1753, 1764, TN, Outside, 1598, 1613
1765, 1776, TN, Outside, 1598, 1613
1777, 1788, TN, Outside, 1598, 1613
1789, 1800, TN, Outside, 1598, 1613
1801, 1812, TN, Outside, 1598, 1613
1813, 1824, TN, Outside, 1598, 1613
1825, 1836, TN, Outside, 1598, 1613
1837, 1848, TN, Outside, 1598, 1613
1849, 1860, TN, Outside, 1598, 1613
1861, 1872, TN, Outside, 1598, 1613
1873, 1884, TN, Outside, 1598, 1613
1885, 1896, TN, Outside, 1598, 1613
1897, 1908, TN, Outside, 1598, 1613
1909, 1920, TN, Outside, 1598, 1613
1921, 1932, TN, Outside, 1598, 1613
1933, 1944, TN, Outside, 1598, 1613
1945, 1956, TN, Outside, 1598, 1613
1957, 1968, TN, Outside, 1598, 1613
1969, 1980, TN, Outside, 1598, 1613
1981, 1992, TN, Outside, 1598, 1613
1993, 2004, TN, Outside, 1598, 1613
2005, 2016, TN, Outside, 1598, 1613
2017, 2028, TN, Outside, 1598, 1613
2029, 2040, TN, Outside, 1598, 1613
2041, 2052, TN, Outside, 1598, 1613
2053, 2064, TN, Outside, 1598, 1613
2065, 2076, TN, Outside, 1598, 1613
2077, 2088, TN, Outside, 1598, 1613
2089, 2100, TN, Outside, 1598, 1613
2101, 2112, TN, Outside, 1598, 1613
2113, 2124, TN, Outside, 1598, 1613
2125, 2136, TN, Outside, 1598, 1613
2137, 2148, TN, Outside, 1598, 1613
2149, 2160, TN, Outside, 1598, 1613
2161, 2172, TN, Outside, 1598, 1613
2173, 2184, TN, Outside, 1598, 1613
2185, 2196, TN, Outside, 1598, 1613
2197, 2208, TN, Outside, 1598, 1613
2209, 2220, TN, Outside, 1598, 1613
2221, 2232, TN, Outside, 1598, 1613
2233, 2244, TN, Outside, 1598, 1613
2245, 2256, TN, Outside, 1598, 1613
2257, 2268, TN, Outside, 1598, 1613
