1, 12, FP, Outside, 1074, 1095
1225, 1236, FP, Outside, 1074, 1095
1237, 1248, FP, Outside, 1074, 1095
1249, 1260, FP, Outside, 1074, 1095
1261, 1272, FP, Outside, 1074, 1095
1273, 1284, FP, Outside, 1074, 1095
1285, 1296, FP, Outside, 1074, 1095
1297, 1308, FP, Outside, 1074, 1095
1309, 1320, FP, Outside, 1074, 1095
1321, 1332, FP, Outside, 1074, 1095
1333, 1344, FP, Outside, 1074, 1095
1345, 1356, FP, Outside, 1074, 1095
1357, 1368, FP, Outside, 1074, 1095
1369, 1380, FP, Outside, 1074, 1095
1381, 1392, FP, Outside, 1074, 1095
1393, 1404, FP, Outside, 1074, 1095
1405, 1416, FP, Outside, 1074, 1095
1417, 1428, FP, Outside, 1074, 1095
1429, 1440, FP, Outside, 1074, 1095
1441, 1452, FP, Outside, 1074, 1095
1453, 1464, FP, Outside, 1074, 1095
1465, 1476, FP, Outside, 1074, 1095
1477, 1488, FP, Outside, 1074, 1095
1489, 1500, FP, Outside, 1074, 1095
1501, 1512, FP, Outside, 1074, 1095
1513, 1524, FP, Outside, 1074, 1095
1525, 1536, FP, Outside, 1074, 1095
1537, 1548, FP, Outside, 1074, 1095
1549, 1560, FP, Outside, 1074, 1095
1561, 1572, FP, Outside, 1074, 1095
1573, 1584, FP, Outside, 1074, 1095
1585, 1596, FP, Outside, 1074, 1095
1597, 1608, FP, Outside, 1074, 1095
1609, 1620, FP, Outside, 1074, 1095
1621, 1632, FP, Outside, 1074, 1095
1633, 1644, FP, Outside, 1074, 1095
1645, 1656, FP, Outside, 1074, 1095
1657, 1668, FP, Outside, 1074, 1095
1669, 1680, FP, Outside, 1074, 1095
1681, 1692, FP, Outside, 1074, 1095
1693, 1704, FP, Outside, 1074, 1095
1705, 1716, FP, Outside, 1074, 1095
1717, 1728, FP, Outside, 1074, 1095
1729, 1740, FP, Outside, 1074, 1095
1741, 1752, TN, Outside, 1074, 1095
1753, 1764, FP, Outside, 1074, 1095
1765, 1776, FP, Outside, 1074, 1095
1777, 1788, FP, Outside, 1074, 1095
1789, 1800, FP, Outside, 1074, 1095
1801, 1812, FP, Outside, 1074, 1095
1813, 1824, FP, Outside, 1074, 1095
1825, 1836, FP, Outside, 1074, 1095
1837, 1848, FP, Outside, 1074, 1095
1849, 1860, FP, Outside, 1074, 1095
1861, 1872, TN, Outside, 1074, 1095
1873, 1884, TN, Outside, 1074, 1095
1885, 1896, FP, Outside, 1074, 1095
1897, 1908, FP, Outside, 1074, 1095
1909, 1920, FP, Outside, 1074, 1095
1921, 1932, FP, Outside, 1074, 1095
1933, 1944, FP, Outside, 1074, 1095
1945, 1956, FP, Outside, 1074, 1095
1957, 1968, FP, Outside, 1074, 1095
1969, 1980, FP, Outside, 1074, 1095
1981, 1992, FP, Outside, 1074, 1095
1993, 2004, FP, Outside, 1074, 1095
2005, 2016, FP, Outside, 1074, 1095
2017, 2028, TN, Outside, 1074, 1095
2029, 2040, FP, Outside, 1074, 1095
2041, 2052, FP, Outside, 1074, 1095
2053, 2064, TN, Outside, 1074, 1095
2065, 2076, FP, Outside, 1074, 1095
2077, 2088, FP, Outside, 1074, 1095
2089, 2100, FP, Outside, 1074, 1095
2101, 2112, FP, Outside, 1074, 1095
2113, 2124, FP, Outside, 1074, 1095
2125, 2136, FP, Outside, 1074, 1095
2137, 2148, FP, Outside, 1074, 1095
2149, 2160, FP, Outside, 1074, 1095
2161, 2172, FP, Outside, 1074, 1095
2173, 2184, TN, Outside, 1074, 1095
2185, 2196, FP, Outside, 1074, 1095
2197, 2208, FP, Outside, 1074, 1095
2209, 2220, FP, Outside, 1074, 1095
2221, 2232, FP, Outside, 1074, 1095
2233, 2244, TN, Outside, 1074, 1095
2245, 2256, TN, Outside, 1074, 1095
2257, 2268, TN, Outside, 1074, 1095
2269, 2280, TN, Outside, 1074, 1095
2281, 2292, TN, Outside, 1074, 1095
2293, 2304, TN, Outside, 1074, 1095
